date,bullish_prob,bearish_prob,net_prob,mean_drift
2025-01-01,0.5555555555555556,0.4444444444444444,0.11111111111111116,0.14111111111111146
2025-01-02,0.5833333333333334,0.4166666666666667,0.16666666666666669,0.38666666666666555
2025-01-03,0.5555555555555556,0.4444444444444444,0.11111111111111116,0.33027777777778056
2025-01-04,0.5,0.5,0.0,0.01866666666667132
2025-01-05,0.5277777777777778,0.4722222222222222,0.05555555555555558,0.12061111111111068
2025-01-06,0.5555555555555556,0.4444444444444444,0.11111111111111116,0.010277777777776324
2025-01-07,0.4722222222222222,0.5277777777777778,-0.05555555555555558,-0.19183333333333508
2025-01-08,0.3611111111111111,0.6388888888888888,-0.27777777777777773,-0.5777222222222222
2025-01-09,0.3055555555555556,0.6944444444444444,-0.38888888888888884,-0.5758333333333323
2025-01-10,0.4444444444444444,0.5555555555555556,-0.11111111111111116,-0.2707777777777775
2025-01-11,0.5555555555555556,0.4444444444444444,0.11111111111111116,0.2916111111111085
2025-01-12,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.46022222222222176
2025-01-13,0.6111111111111112,0.3888888888888889,0.22222222222222227,0.8206666666666647
2025-01-14,0.6944444444444444,0.3055555555555556,0.38888888888888884,0.8469444444444455
2025-01-15,0.6388888888888888,0.3611111111111111,0.27777777777777773,0.800111111111112
2025-01-16,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.9859444444444444
2025-01-17,0.6388888888888888,0.3611111111111111,0.27777777777777773,0.428277777777778
2025-01-18,0.6944444444444444,0.3055555555555556,0.38888888888888884,0.03805555555555568
2025-01-19,0.7222222222222222,0.2777777777777778,0.4444444444444444,0.3692777777777765
2025-01-20,0.75,0.25,0.5,0.4910000000000012
2025-01-21,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.9303333333333339
2025-01-22,0.7222222222222222,0.2777777777777778,0.4444444444444444,0.44566666666666777
2025-01-23,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.12094444444444087
2025-01-24,0.4444444444444444,0.5555555555555556,-0.11111111111111116,-0.05194444444444378
2025-01-25,0.6111111111111112,0.3888888888888889,0.22222222222222227,0.6437777777777759
2025-01-26,0.6944444444444444,0.3055555555555556,0.38888888888888884,0.061722222222226404
2025-01-27,0.5,0.5,0.0,-1.12061111111111
2025-01-28,0.5277777777777778,0.4722222222222222,0.05555555555555558,-1.3437777777777786
2025-01-29,0.5,0.5,0.0,-0.29355555555555746
2025-01-30,0.4444444444444444,0.5555555555555556,-0.11111111111111116,-2.065555555555555
2025-01-31,0.5277777777777778,0.4722222222222222,0.05555555555555558,0.41494444444444806
2025-02-01,0.5,0.5,0.0,0.2762222222222235
2025-02-02,0.5833333333333334,0.4166666666666667,0.16666666666666669,-1.503722222222221
2025-02-03,0.4722222222222222,0.5277777777777778,-0.05555555555555558,-2.098999999999999
2025-02-04,0.5833333333333334,0.4166666666666667,0.16666666666666669,0.2885000000000015
2025-02-05,0.5555555555555556,0.4444444444444444,0.11111111111111116,0.28066666666666784
2025-02-06,0.4722222222222222,0.5277777777777778,-0.05555555555555558,-1.6558333333333328
2025-02-07,0.5555555555555556,0.4444444444444444,0.11111111111111116,0.9851666666666669
2025-02-08,0.6111111111111112,0.3888888888888889,0.22222222222222227,1.2348888888888878
2025-02-09,0.5555555555555556,0.4444444444444444,0.11111111111111116,3.0125555555555517
2025-02-10,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-2.2605555555555563
2025-02-11,0.2777777777777778,0.7222222222222222,-0.4444444444444444,-1.180666666666668
2025-02-12,0.5,0.5,0.0,1.6113888888888919
2025-02-13,0.6111111111111112,0.3888888888888889,0.22222222222222227,0.5359444444444456
2025-02-14,0.4444444444444444,0.5555555555555556,-0.11111111111111116,-0.043722222222221774
2025-02-15,0.4444444444444444,0.5555555555555556,-0.11111111111111116,-0.19433333333333755
2025-02-16,0.6944444444444444,0.3055555555555556,0.38888888888888884,3.811000000000001
2025-02-17,0.5555555555555556,0.4444444444444444,0.11111111111111116,0.16572222222222402
2025-02-18,0.4444444444444444,0.5555555555555556,-0.11111111111111116,3.5026666666666677
2025-02-19,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.23216666666666758
2025-02-20,0.1111111111111111,0.8888888888888888,-0.7777777777777777,-0.7136666666666661
2025-02-21,0.16666666666666666,0.8333333333333334,-0.6666666666666667,-2.506333333333332
2025-02-22,0.4444444444444444,0.5555555555555556,-0.11111111111111116,-0.3646666666666655
2025-02-23,0.3055555555555556,0.6944444444444444,-0.38888888888888884,-4.105944444444447
2025-02-24,0.16666666666666666,0.8333333333333334,-0.6666666666666667,-1.740222222222223
2025-02-25,0.1388888888888889,0.8611111111111112,-0.7222222222222223,-1.046166666666666
2025-02-26,0.1111111111111111,0.8888888888888888,-0.7777777777777777,-2.6808333333333345
2025-02-27,0.2777777777777778,0.7222222222222222,-0.4444444444444444,-1.5493888888888903
2025-02-28,0.5,0.5,0.0,0.8873333333333338
2025-03-01,0.19444444444444445,0.8055555555555556,-0.6111111111111112,-3.3481666666666694
2025-03-02,0.3888888888888889,0.6111111111111112,-0.22222222222222227,1.7134999999999978
2025-03-03,0.19444444444444445,0.8055555555555556,-0.6111111111111112,-3.4438333333333366
2025-03-04,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-1.0066666666666653
2025-03-05,0.2222222222222222,0.7777777777777778,-0.5555555555555556,-1.7725555555555568
2025-03-06,0.2777777777777778,0.7222222222222222,-0.4444444444444444,-1.5968333333333353
