signal_threshold,rsi_overbought,rsi_oversold,accuracy,edge_pct,correct,total_tested,n_bullish,n_bearish,n_neutral,n_signals,signal_rate
0.2,75,25,0.5341880341880342,3.4188034188034178,125,234,113,122,95,235,0.7121212121212122
0.25,75,25,0.5341880341880342,3.4188034188034178,125,234,113,122,95,235,0.7121212121212122
0.2,80,25,0.5338983050847458,3.3898305084745783,126,236,115,122,93,237,0.7181818181818181
0.3,80,25,0.5338983050847458,3.3898305084745783,126,236,115,122,93,237,0.7181818181818181
0.25,80,25,0.5338983050847458,3.3898305084745783,126,236,115,122,93,237,0.7181818181818181
0.1,65,20,0.5333333333333333,3.3333333333333326,128,240,108,133,89,241,0.7303030303030303
0.1,65,35,0.5333333333333333,3.3333333333333326,112,210,108,103,119,211,0.6393939393939394
0.15,65,20,0.5333333333333333,3.3333333333333326,128,240,108,133,89,241,0.7303030303030303
0.15,65,35,0.5333333333333333,3.3333333333333326,112,210,108,103,119,211,0.6393939393939394
0.1,70,20,0.5330578512396694,3.3057851239669422,129,242,110,133,87,243,0.7363636363636363
0.15,70,20,0.5330578512396694,3.3057851239669422,129,242,110,133,87,243,0.7363636363636363
0.1,70,35,0.5330188679245284,3.301886792452835,113,212,110,103,117,213,0.6454545454545455
0.15,70,35,0.5330188679245284,3.301886792452835,113,212,110,103,117,213,0.6454545454545455
0.25,75,20,0.5327868852459017,3.2786885245901676,130,244,113,132,85,245,0.7424242424242424
0.2,75,20,0.5327868852459017,3.2786885245901676,130,244,113,132,85,245,0.7424242424242424
0.3,75,20,0.5327868852459017,3.2786885245901676,130,244,113,132,85,245,0.7424242424242424
0.3,75,35,0.5327102803738317,3.2710280373831724,114,214,113,102,115,215,0.6515151515151515
0.25,75,35,0.5327102803738317,3.2710280373831724,114,214,113,102,115,215,0.6515151515151515
0.2,75,35,0.5327102803738317,3.2710280373831724,114,214,113,102,115,215,0.6515151515151515
0.3,80,20,0.532520325203252,3.2520325203251987,131,246,115,132,83,247,0.7484848484848485
0.25,80,20,0.532520325203252,3.2520325203251987,131,246,115,132,83,247,0.7484848484848485
0.2,80,20,0.532520325203252,3.2520325203251987,131,246,115,132,83,247,0.7484848484848485
0.2,80,35,0.5324074074074074,3.240740740740744,115,216,115,102,113,217,0.6575757575757576
0.25,80,35,0.5324074074074074,3.240740740740744,115,216,115,102,113,217,0.6575757575757576
0.3,80,35,0.5324074074074074,3.240740740740744,115,216,115,102,113,217,0.6575757575757576
0.15,75,25,0.5319148936170213,3.1914893617021267,125,235,113,123,94,236,0.7151515151515152
0.1,75,25,0.5319148936170213,3.1914893617021267,125,235,113,123,94,236,0.7151515151515152
0.1,80,25,0.5316455696202531,3.164556962025311,126,237,115,123,92,238,0.7212121212121212
0.15,80,25,0.5316455696202531,3.164556962025311,126,237,115,123,92,238,0.7212121212121212
0.15,75,20,0.5306122448979592,3.0612244897959218,130,245,113,133,84,246,0.7454545454545455
0.1,75,20,0.5306122448979592,3.0612244897959218,130,245,113,133,84,246,0.7454545454545455
0.15,80,20,0.5303643724696356,3.0364372469635637,131,247,115,133,82,248,0.7515151515151515
0.1,80,20,0.5303643724696356,3.0364372469635637,131,247,115,133,82,248,0.7515151515151515
