date,price,signal,net_prob,strength,strength_tier,bullish_slopes,bearish_slopes,total_slopes,agreement_ratio,agreement_tier,correct_1d,actual_move_1d,correct_3d,actual_move_3d,correct_5d,actual_move_5d,correct_10d,actual_move_10d
2025-03-18,908.3,BEARISH,-0.2222222222222222,0.2222222222222222,medium,14,22,36,0.6111111111111112,majority,False,0.4789166574920206,True,-0.5835076516569365,True,-0.5835076516569365,True,-1.1505009358141507
2025-03-19,912.65,BEARISH,-0.16666666666666666,0.16666666666666666,weak,15,21,36,0.5833333333333334,mixed,True,-0.3013203309045088,True,-1.057360433901274,True,-0.734125897112796,True,-1.6216512354133517
2025-03-20,909.9,BEARISH,-0.3888888888888889,0.3888888888888889,medium,11,25,36,0.6944444444444444,majority,True,-0.7583250906693018,True,-0.7583250906693018,False,0.7748104187273402,True,-1.3243213539949397
2025-03-21,903.0,BEARISH,-0.16666666666666666,0.16666666666666666,weak,15,21,36,0.5833333333333334,mixed,False,0.0,False,0.32668881506091313,False,0.7751937984496124,True,-0.5703211517164981
2025-03-22,903.0,BEARISH,-0.2777777777777778,0.2777777777777778,medium,13,23,36,0.6388888888888888,majority,False,0.0,False,1.5448504983388753,True,-0.15503875968991995,True,-0.6035437430786318
2025-03-23,903.0,BEARISH,-0.2222222222222222,0.2222222222222222,medium,14,22,36,0.6111111111111112,majority,False,0.32668881506091313,False,0.7751937984496124,True,-0.5703211517164981,True,-0.9246954595791831
2025-03-24,905.95,BEARISH,-0.4444444444444444,0.4444444444444444,medium,10,26,36,0.7222222222222222,majority,False,1.2141950438765936,True,-0.48015894916938273,True,-0.8940890777636759,True,-4.006843644792767
2025-03-25,916.95,BEARISH,-0.3888888888888889,0.3888888888888889,medium,11,25,36,0.6944444444444444,majority,True,-0.7579475434865636,True,-2.0829925295817677,True,-2.0829925295817677,True,-11.707290473853538
2025-03-26,910.0,BEARISH,-0.2222222222222222,0.2222222222222222,medium,14,22,36,0.6111111111111112,majority,True,-0.9230769230769206,True,-1.3351648351648326,True,-1.3351648351648326,True,-11.032967032967031
2025-03-27,901.6,BEARISH,-0.3333333333333333,0.3333333333333333,medium,12,24,36,0.6666666666666666,majority,True,-0.41592724046140195,True,-0.41592724046140195,True,-0.4492014196983217,True,-10.204081632653061
2025-03-28,897.85,BEARISH,-0.2777777777777778,0.2777777777777778,medium,13,23,36,0.6388888888888888,majority,False,0.0,False,0.0,True,-0.35640697221139894,True,-9.561730801358804
2025-03-29,897.85,BEARISH,-0.2777777777777778,0.2777777777777778,medium,13,23,36,0.6388888888888888,majority,False,0.0,True,-0.03341315364482577,True,-3.140836442612913,True,-10.44161051400568
2025-03-30,897.85,BEARISH,-0.6111111111111112,0.6111111111111112,strong,7,29,36,0.8055555555555556,majority,False,0.0,True,-0.35640697221139894,True,-9.829036030517347,True,-7.97460600322994
2025-03-31,897.85,BEARISH,-0.5,0.5,strong,9,27,36,0.75,majority,True,-0.03341315364482577,True,-3.140836442612913,True,-9.829036030517347,True,-7.46227098067606
2025-04-01,897.55,BEARISH,-0.3888888888888889,0.3888888888888889,medium,11,25,36,0.6944444444444444,majority,True,-0.32310177705977133,True,-9.798896997381755,True,-9.798896997381755,True,-5.899392791487932
2025-04-02,894.65,NEUTRAL,0.0,0.0,weak,18,18,36,0.0,mixed,False,-2.7943888671547534,False,-9.506510926060466,False,-9.238249594813611,False,-5.594366512043811
2025-04-03,869.65,BEARISH,-0.1111111111111111,0.1111111111111111,weak,16,20,36,0.5555555555555556,mixed,True,-6.90507675501638,True,-6.90507675501638,True,-7.537515092278498,True,-2.880469154257455
2025-04-04,809.6,NEUTRAL,-0.05555555555555555,0.05555555555555555,weak,17,19,36,0.0,mixed,True,0.0,True,0.29644268774703275,False,2.0565711462450564,False,5.274209486166
2025-04-05,809.6,BEARISH,-0.1111111111111111,0.1111111111111111,weak,16,20,36,0.5555555555555556,mixed,False,0.0,True,-0.6793478260869565,False,2.6247529644268774,False,4.2119565217391335
2025-04-06,809.6,NEUTRAL,0.05555555555555555,0.05555555555555555,weak,19,17,36,0.0,mixed,True,0.29644268774703275,False,2.0565711462450564,False,4.323122529644269,False,4.9160079051383345
2025-04-07,812.0,BULLISH,0.1111111111111111,0.1111111111111111,weak,20,16,36,0.5555555555555556,mixed,False,-0.972906403940884,True,2.3214285714285743,True,4.014778325123156,True,4.766009852216754
2025-04-08,804.1,BEARISH,-0.2222222222222222,0.2222222222222222,medium,14,22,36,0.6111111111111112,majority,False,2.7546325083944754,False,5.036686979231439,False,5.036686979231439,False,5.79529909215272
2025-04-09,826.25,BEARISH,-0.2222222222222222,0.2222222222222222,medium,14,22,36,0.6111111111111112,majority,False,0.5567322239031798,False,2.2208774583963717,False,3.152798789712551,False,2.959152798789718
2025-04-10,830.85,BULLISH,0.2222222222222222,0.2222222222222222,medium,22,14,36,0.6111111111111112,majority,True,1.6549316964554373,True,1.6549316964554373,True,1.5466088945056296,True,2.3891195763374884
2025-04-11,844.6,NEUTRAL,0.0,0.0,weak,18,18,36,0.0,mixed,True,0.0,True,0.9116741652853341,True,0.5683163627752728,True,0.7340753019180597
2025-04-12,844.6,BULLISH,0.1111111111111111,0.1111111111111111,weak,20,16,36,0.5555555555555556,mixed,False,0.0,False,-0.10655931802036198,True,0.7222353776935854,True,1.6694293156523825
