time,symbol,close,high,low,open,volume
2024-02-13,CF_VX_LN,-21785.0,-21785.0,-21785.0,-21785.0,0.0
2024-02-20,CF_VX_LN,-18798.0,-18798.0,-18798.0,-18798.0,0.0
2024-02-27,CF_VX_LN,-20729.0,-20729.0,-20729.0,-20729.0,0.0
2024-03-05,CF_VX_LN,-18218.0,-18218.0,-18218.0,-18218.0,0.0
2024-03-12,CF_VX_LN,-18828.0,-18828.0,-18828.0,-18828.0,0.0
2024-03-19,CF_VX_LN,-7924.0,-7924.0,-7924.0,-7924.0,0.0
2024-03-26,CF_VX_LN,-2081.0,-2081.0,-2081.0,-2081.0,0.0
2024-04-02,CF_VX_LN,-10224.0,-10224.0,-10224.0,-10224.0,0.0
2024-04-09,CF_VX_LN,-19498.0,-19498.0,-19498.0,-19498.0,0.0
2024-04-16,CF_VX_LN,-19875.0,-19875.0,-19875.0,-19875.0,0.0
2024-04-23,CF_VX_LN,-15267.0,-15267.0,-15267.0,-15267.0,0.0
2024-04-30,CF_VX_LN,-20230.0,-20230.0,-20230.0,-20230.0,0.0
2024-05-07,CF_VX_LN,-7891.0,-7891.0,-7891.0,-7891.0,0.0
2024-05-14,CF_VX_LN,3399.0,3399.0,3399.0,3399.0,0.0
2024-05-21,CF_VX_LN,8668.0,8668.0,8668.0,8668.0,0.0
2024-05-28,CF_VX_LN,4702.0,4702.0,4702.0,4702.0,0.0
2024-06-04,CF_VX_LN,5941.0,5941.0,5941.0,5941.0,0.0
2024-06-11,CF_VX_LN,1060.0,1060.0,1060.0,1060.0,0.0
2024-06-18,CF_VX_LN,-7011.0,-7011.0,-7011.0,-7011.0,0.0
2024-06-25,CF_VX_LN,-6104.0,-6104.0,-6104.0,-6104.0,0.0
2024-07-02,CF_VX_LN,10227.0,10227.0,10227.0,10227.0,0.0
2024-07-09,CF_VX_LN,3426.0,3426.0,3426.0,3426.0,0.0
2024-07-16,CF_VX_LN,-5644.0,-5644.0,-5644.0,-5644.0,0.0
2024-07-23,CF_VX_LN,-35172.0,-35172.0,-35172.0,-35172.0,0.0
2024-07-30,CF_VX_LN,-48518.0,-48518.0,-48518.0,-48518.0,0.0
2024-08-06,CF_VX_LN,-70543.0,-70543.0,-70543.0,-70543.0,0.0
2024-08-13,CF_VX_LN,-39743.0,-39743.0,-39743.0,-39743.0,0.0
2024-08-20,CF_VX_LN,-24802.0,-24802.0,-24802.0,-24802.0,0.0
2024-08-27,CF_VX_LN,-26899.0,-26899.0,-26899.0,-26899.0,0.0
2024-09-03,CF_VX_LN,-43830.0,-43830.0,-43830.0,-43830.0,0.0
2024-09-10,CF_VX_LN,-44445.0,-44445.0,-44445.0,-44445.0,0.0
2024-09-17,CF_VX_LN,-27219.0,-27219.0,-27219.0,-27219.0,0.0
