time,symbol,close,high,low,open,volume
2024-02-09,@VX.VOL.Z,151666.0,151666.0,151666.0,151666.0,0.0
2024-02-12,@VX.VOL.Z,211723.0,211723.0,211723.0,211723.0,0.0
2024-02-13,@VX.VOL.Z,459608.0,459608.0,459608.0,459608.0,0.0
2024-02-14,@VX.VOL.Z,224587.0,224587.0,224587.0,224587.0,0.0
2024-02-15,@VX.VOL.Z,131350.0,131350.0,131350.0,131350.0,0.0
2024-02-16,@VX.VOL.Z,157148.0,157148.0,157148.0,157148.0,0.0
2024-02-20,@VX.VOL.Z,213865.0,213865.0,213865.0,213865.0,0.0
2024-02-21,@VX.VOL.Z,170819.0,170819.0,170819.0,170819.0,0.0
2024-02-22,@VX.VOL.Z,187785.0,187785.0,187785.0,187785.0,0.0
2024-02-23,@VX.VOL.Z,144448.0,144448.0,144448.0,144448.0,0.0
2024-02-26,@VX.VOL.Z,128056.0,128056.0,128056.0,128056.0,0.0
2024-02-27,@VX.VOL.Z,94969.0,94969.0,94969.0,94969.0,0.0
2024-02-28,@VX.VOL.Z,122170.0,122170.0,122170.0,122170.0,0.0
2024-02-29,@VX.VOL.Z,130843.0,130843.0,130843.0,130843.0,0.0
2024-03-01,@VX.VOL.Z,136736.0,136736.0,136736.0,136736.0,0.0
2024-03-04,@VX.VOL.Z,110734.0,110734.0,110734.0,110734.0,0.0
2024-03-05,@VX.VOL.Z,268266.0,268266.0,268266.0,268266.0,0.0
2024-03-06,@VX.VOL.Z,164905.0,164905.0,164905.0,164905.0,0.0
2024-03-07,@VX.VOL.Z,148237.0,148237.0,148237.0,148237.0,0.0
2024-03-08,@VX.VOL.Z,268384.0,268384.0,268384.0,268384.0,0.0
2024-03-11,@VX.VOL.Z,242635.0,242635.0,242635.0,242635.0,0.0
2024-03-12,@VX.VOL.Z,273364.0,273364.0,273364.0,273364.0,0.0
2024-03-13,@VX.VOL.Z,156738.0,156738.0,156738.0,156738.0,0.0
2024-03-14,@VX.VOL.Z,320626.0,320626.0,320626.0,320626.0,0.0
2024-03-15,@VX.VOL.Z,318852.0,318852.0,318852.0,318852.0,0.0
2024-03-18,@VX.VOL.Z,207079.0,207079.0,207079.0,207079.0,0.0
2024-03-19,@VX.VOL.Z,238811.0,238811.0,238811.0,238811.0,0.0
2024-03-20,@VX.VOL.Z,172762.0,172762.0,172762.0,172762.0,0.0
2024-03-21,@VX.VOL.Z,152792.0,152792.0,152792.0,152792.0,0.0
2024-03-22,@VX.VOL.Z,119123.0,119123.0,119123.0,119123.0,0.0
2024-03-25,@VX.VOL.Z,114945.0,114945.0,114945.0,114945.0,0.0
2024-03-26,@VX.VOL.Z,113018.0,113018.0,113018.0,113018.0,0.0
2024-03-27,@VX.VOL.Z,119375.0,119375.0,119375.0,119375.0,0.0
2024-03-28,@VX.VOL.Z,133018.0,133018.0,133018.0,133018.0,0.0
2024-04-01,@VX.VOL.Z,144056.0,144056.0,144056.0,144056.0,0.0
2024-04-02,@VX.VOL.Z,239400.0,239400.0,239400.0,239400.0,0.0
2024-04-03,@VX.VOL.Z,183702.0,183702.0,183702.0,183702.0,0.0
2024-04-04,@VX.VOL.Z,332439.0,332439.0,332439.0,332439.0,0.0
2024-04-05,@VX.VOL.Z,325550.0,325550.0,325550.0,325550.0,0.0
2024-04-08,@VX.VOL.Z,240648.0,240648.0,240648.0,240648.0,0.0
2024-04-09,@VX.VOL.Z,275973.0,275973.0,275973.0,275973.0,0.0
2024-04-10,@VX.VOL.Z,335724.0,335724.0,335724.0,335724.0,0.0
2024-04-11,@VX.VOL.Z,293944.0,293944.0,293944.0,293944.0,0.0
2024-04-12,@VX.VOL.Z,617116.0,617116.0,617116.0,617116.0,0.0
2024-04-15,@VX.VOL.Z,456540.0,456540.0,456540.0,456540.0,0.0
2024-04-16,@VX.VOL.Z,411934.0,411934.0,411934.0,411934.0,0.0
2024-04-17,@VX.VOL.Z,253592.0,253592.0,253592.0,253592.0,0.0
2024-04-18,@VX.VOL.Z,202734.0,202734.0,202734.0,202734.0,0.0
2024-04-19,@VX.VOL.Z,278320.0,278320.0,278320.0,278320.0,0.0
2024-04-22,@VX.VOL.Z,252872.0,252872.0,252872.0,252872.0,0.0
2024-04-23,@VX.VOL.Z,184557.0,184557.0,184557.0,184557.0,0.0
2024-04-24,@VX.VOL.Z,203832.0,203832.0,203832.0,203832.0,0.0
2024-04-25,@VX.VOL.Z,215266.0,215266.0,215266.0,215266.0,0.0
2024-04-26,@VX.VOL.Z,199060.0,199060.0,199060.0,199060.0,0.0
2024-04-29,@VX.VOL.Z,151327.0,151327.0,151327.0,151327.0,0.0
2024-04-30,@VX.VOL.Z,205474.0,205474.0,205474.0,205474.0,0.0
2024-05-01,@VX.VOL.Z,234815.0,234815.0,234815.0,234815.0,0.0
2024-05-02,@VX.VOL.Z,177913.0,177913.0,177913.0,177913.0,0.0
2024-05-03,@VX.VOL.Z,212185.0,212185.0,212185.0,212185.0,0.0
2024-05-06,@VX.VOL.Z,126673.0,126673.0,126673.0,126673.0,0.0
2024-05-07,@VX.VOL.Z,173788.0,173788.0,173788.0,173788.0,0.0
2024-05-08,@VX.VOL.Z,140961.0,140961.0,140961.0,140961.0,0.0
2024-05-09,@VX.VOL.Z,133206.0,133206.0,133206.0,133206.0,0.0
2024-05-10,@VX.VOL.Z,159707.0,159707.0,159707.0,159707.0,0.0
2024-05-13,@VX.VOL.Z,175000.0,175000.0,175000.0,175000.0,0.0
2024-05-14,@VX.VOL.Z,154536.0,154536.0,154536.0,154536.0,0.0
2024-05-15,@VX.VOL.Z,193998.0,193998.0,193998.0,193998.0,0.0
2024-05-16,@VX.VOL.Z,172999.0,172999.0,172999.0,172999.0,0.0
2024-05-17,@VX.VOL.Z,220180.0,220180.0,220180.0,220180.0,0.0
2024-05-20,@VX.VOL.Z,175901.0,175901.0,175901.0,175901.0,0.0
2024-05-21,@VX.VOL.Z,227871.0,227871.0,227871.0,227871.0,0.0
2024-05-22,@VX.VOL.Z,200267.0,200267.0,200267.0,200267.0,0.0
2024-05-23,@VX.VOL.Z,218639.0,218639.0,218639.0,218639.0,0.0
2024-05-24,@VX.VOL.Z,137201.0,137201.0,137201.0,137201.0,0.0
2024-05-28,@VX.VOL.Z,170283.0,170283.0,170283.0,170283.0,0.0
2024-05-29,@VX.VOL.Z,187508.0,187508.0,187508.0,187508.0,0.0
2024-05-30,@VX.VOL.Z,191640.0,191640.0,191640.0,191640.0,0.0
2024-05-31,@VX.VOL.Z,244896.0,244896.0,244896.0,244896.0,0.0
2024-06-03,@VX.VOL.Z,234733.0,234733.0,234733.0,234733.0,0.0
2024-06-04,@VX.VOL.Z,173233.0,173233.0,173233.0,173233.0,0.0
2024-06-05,@VX.VOL.Z,172226.0,172226.0,172226.0,172226.0,0.0
2024-06-06,@VX.VOL.Z,229638.0,229638.0,229638.0,229638.0,0.0
2024-06-07,@VX.VOL.Z,229506.0,229506.0,229506.0,229506.0,0.0
2024-06-10,@VX.VOL.Z,178300.0,178300.0,178300.0,178300.0,0.0
2024-06-11,@VX.VOL.Z,205578.0,205578.0,205578.0,205578.0,0.0
2024-06-12,@VX.VOL.Z,259853.0,259853.0,259853.0,259853.0,0.0
2024-06-13,@VX.VOL.Z,264950.0,264950.0,264950.0,264950.0,0.0
