time,symbol,close
2023-02-09,BTC_CAPMVRVCUR,1.0990405772
2023-02-10,BTC_CAPMVRVCUR,1.0894461164
2023-02-11,BTC_CAPMVRVCUR,1.1017703689
2023-02-12,BTC_CAPMVRVCUR,1.097210552
2023-02-13,BTC_CAPMVRVCUR,1.0986667495
2023-02-14,BTC_CAPMVRVCUR,1.1199231576
2023-02-15,BTC_CAPMVRVCUR,1.2236431703
2023-02-16,BTC_CAPMVRVCUR,1.1950120467
2023-02-17,BTC_CAPMVRVCUR,1.2377678115
2023-02-18,BTC_CAPMVRVCUR,1.2390586456
2023-02-19,BTC_CAPMVRVCUR,1.2253477604
2023-02-20,BTC_CAPMVRVCUR,1.2466581434
2023-02-21,BTC_CAPMVRVCUR,1.2265448416
2023-02-22,BTC_CAPMVRVCUR,1.214898364
2023-02-23,BTC_CAPMVRVCUR,1.201967883
2023-02-24,BTC_CAPMVRVCUR,1.1654474486
2023-02-25,BTC_CAPMVRVCUR,1.1647714173
2023-02-26,BTC_CAPMVRVCUR,1.183865293
2023-02-27,BTC_CAPMVRVCUR,1.1817511581
2023-02-28,BTC_CAPMVRVCUR,1.1650882104
2023-03-01,BTC_CAPMVRVCUR,1.1888920731
2023-03-02,BTC_CAPMVRVCUR,1.1819292024
2023-03-03,BTC_CAPMVRVCUR,1.1260168435
2023-03-04,BTC_CAPMVRVCUR,1.1252314516
2023-03-05,BTC_CAPMVRVCUR,1.1302208192
2023-03-06,BTC_CAPMVRVCUR,1.1302232914
2023-03-07,BTC_CAPMVRVCUR,1.1220355335
2023-03-08,BTC_CAPMVRVCUR,1.0984602967
2023-03-09,BTC_CAPMVRVCUR,1.0310921471
2023-03-10,BTC_CAPMVRVCUR,1.0261712531
2023-03-11,BTC_CAPMVRVCUR,1.0437812144
2023-03-12,BTC_CAPMVRVCUR,1.1184532547
2023-03-13,BTC_CAPMVRVCUR,1.222477139
2023-03-14,BTC_CAPMVRVCUR,1.2520170695
2023-03-15,BTC_CAPMVRVCUR,1.2332590969
2023-03-16,BTC_CAPMVRVCUR,1.2643182309
2023-03-17,BTC_CAPMVRVCUR,1.3817095044
2023-03-18,BTC_CAPMVRVCUR,1.3579270803
2023-03-19,BTC_CAPMVRVCUR,1.4171843486
2023-03-20,BTC_CAPMVRVCUR,1.3983488245
2023-03-21,BTC_CAPMVRVCUR,1.4138892141
2023-03-22,BTC_CAPMVRVCUR,1.371700451
2023-03-23,BTC_CAPMVRVCUR,1.4218869136
2023-03-24,BTC_CAPMVRVCUR,1.3752313862
2023-03-25,BTC_CAPMVRVCUR,1.3762801447
2023-03-26,BTC_CAPMVRVCUR,1.4036715753
2023-03-27,BTC_CAPMVRVCUR,1.3570984153
2023-03-28,BTC_CAPMVRVCUR,1.3630669396
2023-03-29,BTC_CAPMVRVCUR,1.4170714613
2023-03-30,BTC_CAPMVRVCUR,1.4204415116
2023-03-31,BTC_CAPMVRVCUR,1.4438206741
2023-04-01,BTC_CAPMVRVCUR,1.4422115492
2023-04-02,BTC_CAPMVRVCUR,1.4252063051
2023-04-03,BTC_CAPMVRVCUR,1.4090999951
2023-04-04,BTC_CAPMVRVCUR,1.4219430768
2023-04-05,BTC_CAPMVRVCUR,1.4249604082
2023-04-06,BTC_CAPMVRVCUR,1.4172624226
2023-04-07,BTC_CAPMVRVCUR,1.4118913417
2023-04-08,BTC_CAPMVRVCUR,1.4131112407
2023-04-09,BTC_CAPMVRVCUR,1.43278032
2023-04-10,BTC_CAPMVRVCUR,1.4984106261
2023-04-11,BTC_CAPMVRVCUR,1.524007597
2023-04-12,BTC_CAPMVRVCUR,1.5067732053
2023-04-13,BTC_CAPMVRVCUR,1.5285895399
2023-04-14,BTC_CAPMVRVCUR,1.5314500178
2023-04-15,BTC_CAPMVRVCUR,1.5252864783
2023-04-16,BTC_CAPMVRVCUR,1.5234874491
2023-04-17,BTC_CAPMVRVCUR,1.4811997613
2023-04-18,BTC_CAPMVRVCUR,1.5248988785
