time,symbol,close
2023-02-09,BTC_NVTADJ,126.162111875
2023-02-10,BTC_NVTADJ,111.0565642515
2023-02-11,BTC_NVTADJ,178.1592835449
2023-02-12,BTC_NVTADJ,266.6840907399
2023-02-13,BTC_NVTADJ,133.705349555
2023-02-14,BTC_NVTADJ,123.8932434417
2023-02-15,BTC_NVTADJ,109.4638637151
2023-02-16,BTC_NVTADJ,107.5644258868
2023-02-17,BTC_NVTADJ,123.9732847781
2023-02-18,BTC_NVTADJ,212.5512615112
2023-02-19,BTC_NVTADJ,205.6624413013
2023-02-20,BTC_NVTADJ,170.1964298242
2023-02-21,BTC_NVTADJ,128.4601245742
2023-02-22,BTC_NVTADJ,137.2843061366
2023-02-23,BTC_NVTADJ,139.3068643232
2023-02-24,BTC_NVTADJ,102.8933453319
2023-02-25,BTC_NVTADJ,199.4426600114
2023-02-26,BTC_NVTADJ,269.7833453057
2023-02-27,BTC_NVTADJ,118.8933508187
2023-02-28,BTC_NVTADJ,102.3896553096
2023-03-01,BTC_NVTADJ,104.1099225136
2023-03-02,BTC_NVTADJ,150.1975055603
2023-03-03,BTC_NVTADJ,105.9736183935
2023-03-04,BTC_NVTADJ,206.3674604227
2023-03-05,BTC_NVTADJ,179.6928923616
2023-03-06,BTC_NVTADJ,120.2675848068
2023-03-07,BTC_NVTADJ,94.7637728933
2023-03-08,BTC_NVTADJ,105.3755901036
2023-03-09,BTC_NVTADJ,111.846429917
2023-03-10,BTC_NVTADJ,91.8260977878
2023-03-11,BTC_NVTADJ,99.2283200838
2023-03-12,BTC_NVTADJ,136.8593748714
2023-03-13,BTC_NVTADJ,73.453888485
2023-03-14,BTC_NVTADJ,76.0370987761
2023-03-15,BTC_NVTADJ,97.2850424089
2023-03-16,BTC_NVTADJ,94.1864923777
2023-03-17,BTC_NVTADJ,86.1056686782
2023-03-18,BTC_NVTADJ,163.3686378384
2023-03-19,BTC_NVTADJ,166.5850213102
2023-03-20,BTC_NVTADJ,89.8005959401
2023-03-21,BTC_NVTADJ,123.8842319558
2023-03-22,BTC_NVTADJ,107.3253306038
2023-03-23,BTC_NVTADJ,105.1620569853
2023-03-24,BTC_NVTADJ,115.6082151373
2023-03-25,BTC_NVTADJ,178.6724286731
2023-03-26,BTC_NVTADJ,211.6933334833
2023-03-27,BTC_NVTADJ,135.8353561012
2023-03-28,BTC_NVTADJ,132.387601155
2023-03-29,BTC_NVTADJ,123.6180529925
2023-03-30,BTC_NVTADJ,91.6040417251
2023-03-31,BTC_NVTADJ,110.7553990005
2023-04-01,BTC_NVTADJ,217.0423675663
2023-04-02,BTC_NVTADJ,277.2268896201
2023-04-03,BTC_NVTADJ,141.2276377769
2023-04-04,BTC_NVTADJ,125.5123844474
2023-04-05,BTC_NVTADJ,93.2986715813
2023-04-06,BTC_NVTADJ,120.0793765374
2023-04-07,BTC_NVTADJ,183.7265529946
2023-04-08,BTC_NVTADJ,265.9317147028
2023-04-09,BTC_NVTADJ,307.771144582
2023-04-10,BTC_NVTADJ,123.4133976327
2023-04-11,BTC_NVTADJ,93.9615605773
2023-04-12,BTC_NVTADJ,80.3314280966
2023-04-13,BTC_NVTADJ,137.0140111045
2023-04-14,BTC_NVTADJ,115.4700166802
2023-04-15,BTC_NVTADJ,234.3827306269
2023-04-16,BTC_NVTADJ,246.9793170842
2023-04-17,BTC_NVTADJ,124.1898438715
2023-04-18,BTC_NVTADJ,154.3760813393
2023-04-19,BTC_NVTADJ,134.0624394469
2023-04-20,BTC_NVTADJ,111.8766807399
2023-04-21,BTC_NVTADJ,105.8558812569
2023-04-22,BTC_NVTADJ,214.7875641351
2023-04-23,BTC_NVTADJ,228.6705576393
2023-04-24,BTC_NVTADJ,147.5535593356
2023-04-25,BTC_NVTADJ,139.2544814113
2023-04-26,BTC_NVTADJ,124.9316885139
2023-04-27,BTC_NVTADJ,149.0096305047
2023-04-28,BTC_NVTADJ,161.0672442618
2023-04-29,BTC_NVTADJ,263.1238503704
2023-04-30,BTC_NVTADJ,292.406114596
2023-05-01,BTC_NVTADJ,159.799347075
2023-05-02,BTC_NVTADJ,141.4687556258
2023-05-03,BTC_NVTADJ,140.9369713891
2023-05-04,BTC_NVTADJ,126.1242169578
2023-05-05,BTC_NVTADJ,146.6684146848
2023-05-06,BTC_NVTADJ,255.2246605759
2023-05-07,BTC_NVTADJ,319.4470088088
2023-05-08,BTC_NVTADJ,168.9539631813
2023-05-09,BTC_NVTADJ,179.7981095833
2023-05-10,BTC_NVTADJ,154.2987579123
2023-05-11,BTC_NVTADJ,162.7248659169
2023-05-12,BTC_NVTADJ,126.8433563915
2023-05-13,BTC_NVTADJ,281.1286667127
2023-05-14,BTC_NVTADJ,254.2450463333
2023-05-15,BTC_NVTADJ,131.6810529086
2023-05-16,BTC_NVTADJ,145.9404434814
2023-05-17,BTC_NVTADJ,164.6075907942
2023-05-18,BTC_NVTADJ,177.2459140019
2023-05-19,BTC_NVTADJ,153.3169297082
2023-05-20,BTC_NVTADJ,318.1540665085
2023-05-21,BTC_NVTADJ,335.6947211541
2023-05-22,BTC_NVTADJ,166.4703400334
2023-05-23,BTC_NVTADJ,130.4596872632
2023-05-24,BTC_NVTADJ,151.2853156081
2023-05-25,BTC_NVTADJ,114.5452727288
2023-05-26,BTC_NVTADJ,139.4050906405
2023-05-27,BTC_NVTADJ,271.1509664951
2023-05-28,BTC_NVTADJ,270.4458304196
2023-05-29,BTC_NVTADJ,176.9207318534
2023-05-30,BTC_NVTADJ,149.7229563991
2023-05-31,BTC_NVTADJ,126.5834054866
2023-06-01,BTC_NVTADJ,108.613922989
2023-06-02,BTC_NVTADJ,149.7052066107
2023-06-03,BTC_NVTADJ,194.8478032175
2023-06-04,BTC_NVTADJ,220.6039806828
2023-06-05,BTC_NVTADJ,103.0346428672
2023-06-06,BTC_NVTADJ,109.7877096647
2023-06-07,BTC_NVTADJ,115.2903888479
2023-06-08,BTC_NVTADJ,147.6685871578
2023-06-09,BTC_NVTADJ,157.4154584615
2023-06-10,BTC_NVTADJ,157.2277423553
2023-06-11,BTC_NVTADJ,148.3484323317
2023-06-12,BTC_NVTADJ,112.5522453044
2023-06-13,BTC_NVTADJ,105.2286086121
2023-06-14,BTC_NVTADJ,100.6632260975
2023-06-15,BTC_NVTADJ,92.1885650655
2023-06-16,BTC_NVTADJ,99.5883985869
2023-06-17,BTC_NVTADJ,168.9747901538
2023-06-18,BTC_NVTADJ,177.8126852359
2023-06-19,BTC_NVTADJ,147.9989585208
2023-06-20,BTC_NVTADJ,113.2056610538
2023-06-21,BTC_NVTADJ,83.0622452075
2023-06-22,BTC_NVTADJ,111.0771274822
2023-06-23,BTC_NVTADJ,105.0945293193
2023-06-24,BTC_NVTADJ,163.1577654609
2023-06-25,BTC_NVTADJ,184.7728172365
2023-06-26,BTC_NVTADJ,124.8647497685
2023-06-27,BTC_NVTADJ,127.9147572037
2023-06-28,BTC_NVTADJ,128.303287713
2023-06-29,BTC_NVTADJ,105.0491655311
2023-06-30,BTC_NVTADJ,97.4694764742
2023-07-01,BTC_NVTADJ,143.5415274988
2023-07-02,BTC_NVTADJ,224.9555448376
2023-07-03,BTC_NVTADJ,122.8025345841
2023-07-04,BTC_NVTADJ,165.9575572898
2023-07-05,BTC_NVTADJ,166.8601104976
2023-07-06,BTC_NVTADJ,103.4836584574
2023-07-07,BTC_NVTADJ,148.91921334
2023-07-08,BTC_NVTADJ,230.1787844269
2023-07-09,BTC_NVTADJ,251.8762286563
2023-07-10,BTC_NVTADJ,133.2737308517
2023-07-11,BTC_NVTADJ,138.7337803476
2023-07-12,BTC_NVTADJ,132.6854535717
2023-07-13,BTC_NVTADJ,97.0618339324
2023-07-14,BTC_NVTADJ,123.5618545716
2023-07-15,BTC_NVTADJ,244.0398251984
2023-07-16,BTC_NVTADJ,247.8634664974
2023-07-17,BTC_NVTADJ,157.4428796429
2023-07-18,BTC_NVTADJ,141.2516628373
2023-07-19,BTC_NVTADJ,141.6609395784
2023-07-20,BTC_NVTADJ,150.5975019951
2023-07-21,BTC_NVTADJ,149.3889481503
2023-07-22,BTC_NVTADJ,273.6092974002
2023-07-23,BTC_NVTADJ,264.0917171668
2023-07-24,BTC_NVTADJ,155.8020533672
2023-07-25,BTC_NVTADJ,155.8715841284
2023-07-26,BTC_NVTADJ,168.8023875268
2023-07-27,BTC_NVTADJ,132.8295249138
2023-07-28,BTC_NVTADJ,151.844991369
2023-07-29,BTC_NVTADJ,239.1872645734
2023-07-30,BTC_NVTADJ,254.6860258079
2023-07-31,BTC_NVTADJ,158.4990413122
2023-08-01,BTC_NVTADJ,139.6817753736
2023-08-02,BTC_NVTADJ,125.0536514623
2023-08-03,BTC_NVTADJ,156.5876858422
2023-08-04,BTC_NVTADJ,189.8036410971
2023-08-05,BTC_NVTADJ,235.2103542645
2023-08-06,BTC_NVTADJ,296.1221895494
2023-08-07,BTC_NVTADJ,150.2891907276
2023-08-08,BTC_NVTADJ,142.7544188563
2023-08-09,BTC_NVTADJ,159.9916389791
2023-08-10,BTC_NVTADJ,147.6776572947
2023-08-11,BTC_NVTADJ,152.3589473979
2023-08-12,BTC_NVTADJ,239.1534935716
2023-08-13,BTC_NVTADJ,273.5490772015
2023-08-14,BTC_NVTADJ,136.4226309614
2023-08-15,BTC_NVTADJ,163.6495423175
2023-08-16,BTC_NVTADJ,175.6481275711
2023-08-17,BTC_NVTADJ,105.9042261903
2023-08-18,BTC_NVTADJ,111.7574212507
2023-08-19,BTC_NVTADJ,229.0029836488
2023-08-20,BTC_NVTADJ,256.0651963041
2023-08-21,BTC_NVTADJ,147.9893424927
2023-08-22,BTC_NVTADJ,131.466614012
2023-08-23,BTC_NVTADJ,131.4733585478
2023-08-24,BTC_NVTADJ,158.3197713613
2023-08-25,BTC_NVTADJ,126.2431369088
2023-08-26,BTC_NVTADJ,232.9535875014
2023-08-27,BTC_NVTADJ,298.2692514643
2023-08-28,BTC_NVTADJ,137.772730485
2023-08-29,BTC_NVTADJ,112.418743238
2023-08-30,BTC_NVTADJ,146.2162906495
2023-08-31,BTC_NVTADJ,139.6200030853
2023-09-01,BTC_NVTADJ,118.9791018632
2023-09-02,BTC_NVTADJ,253.7038587217
2023-09-03,BTC_NVTADJ,296.3628815758
2023-09-04,BTC_NVTADJ,211.3560824884
2023-09-05,BTC_NVTADJ,167.1497816137
2023-09-06,BTC_NVTADJ,182.2879518496
2023-09-07,BTC_NVTADJ,157.2445957229
2023-09-08,BTC_NVTADJ,173.3169961079
2023-09-09,BTC_NVTADJ,264.3810577012
2023-09-10,BTC_NVTADJ,283.9194263927
2023-09-11,BTC_NVTADJ,161.541250944
2023-09-12,BTC_NVTADJ,139.7768206607
2023-09-13,BTC_NVTADJ,176.4811227178
2023-09-14,BTC_NVTADJ,170.9313970958
2023-09-15,BTC_NVTADJ,190.8367695063
2023-09-16,BTC_NVTADJ,276.9093902519
2023-09-17,BTC_NVTADJ,298.0247306106
2023-09-18,BTC_NVTADJ,176.6322192192
2023-09-19,BTC_NVTADJ,155.8239130266
2023-09-20,BTC_NVTADJ,202.1245060621
2023-09-21,BTC_NVTADJ,180.4250422747
2023-09-22,BTC_NVTADJ,186.0970537944
2023-09-23,BTC_NVTADJ,243.3339365142
2023-09-24,BTC_NVTADJ,297.0683578157
2023-09-25,BTC_NVTADJ,134.7637682632
2023-09-26,BTC_NVTADJ,153.016239224
2023-09-27,BTC_NVTADJ,159.4342636911
2023-09-28,BTC_NVTADJ,139.0254629794
2023-09-29,BTC_NVTADJ,146.2831351501
2023-09-30,BTC_NVTADJ,195.1561149031
2023-10-01,BTC_NVTADJ,233.3081954312
2023-10-02,BTC_NVTADJ,108.5684968814
2023-10-03,BTC_NVTADJ,148.753874532
2023-10-04,BTC_NVTADJ,126.709304392
2023-10-05,BTC_NVTADJ,157.1386454995
2023-10-06,BTC_NVTADJ,153.4801504856
2023-10-07,BTC_NVTADJ,181.609558825
2023-10-08,BTC_NVTADJ,269.7435083083
2023-10-09,BTC_NVTADJ,182.0097968874
2023-10-10,BTC_NVTADJ,144.269491644
2023-10-11,BTC_NVTADJ,121.7377206468
2023-10-12,BTC_NVTADJ,157.8881039569
2023-10-13,BTC_NVTADJ,177.9524835967
2023-10-14,BTC_NVTADJ,225.0453294316
2023-10-15,BTC_NVTADJ,261.7093485766
2023-10-16,BTC_NVTADJ,112.4548801827
2023-10-17,BTC_NVTADJ,132.2324697878
2023-10-18,BTC_NVTADJ,121.8350384782
2023-10-19,BTC_NVTADJ,152.4202367424
2023-10-20,BTC_NVTADJ,112.7642010704
2023-10-21,BTC_NVTADJ,225.3464973988
