date,price,signal,net_prob,strength,strength_tier,bullish_slopes,bearish_slopes,total_slopes,agreement_ratio,agreement_tier,correct_1d,actual_move_1d,correct_3d,actual_move_3d,correct_5d,actual_move_5d,correct_10d,actual_move_10d
2025-08-22,2368.9,BULLISH,0.5,0.5,strong,27,9,36,0.75,majority,False,0.0,False,-1.0468994047870395,True,0.45590780531047015,True,0.03799231710921064
2025-08-23,2368.9,BULLISH,0.7777777777777778,0.7777777777777778,strong,32,4,36,0.8888888888888888,majority,False,0.0,False,-0.20262569124911062,True,0.5614420195027112,True,0.03799231710921064
2025-08-24,2368.9,BULLISH,0.6666666666666666,0.6666666666666666,strong,30,6,36,0.8333333333333334,majority,False,-1.0468994047870395,True,0.45590780531047015,True,0.03799231710921064,False,-0.6416480222888375
2025-08-25,2344.1,BULLISH,0.6111111111111112,0.6111111111111112,strong,29,7,36,0.8055555555555556,majority,True,0.8532059212490934,True,1.6253572799795193,True,1.0963696088050967,True,1.6722836056482349
2025-08-26,2364.1,BULLISH,0.5,0.5,strong,27,9,36,0.75,majority,True,0.6598705638509331,True,0.24110655217631544,True,0.24110655217631544,True,1.243602216488308
2025-08-27,2379.7,BULLISH,0.5,0.5,strong,27,9,36,0.75,majority,True,0.10505525906626886,False,-0.4160188259024094,False,-0.4160188259024094,True,0.5799050300458117
2025-08-28,2382.2,BULLISH,0.4444444444444444,0.4444444444444444,medium,26,10,36,0.7222222222222222,majority,False,-0.5205272437242733,False,-0.5205272437242733,False,-0.5205272437242733,True,0.4743514398455286
2025-08-29,2369.8,BULLISH,0.5,0.5,strong,27,9,36,0.75,majority,False,0.0,False,0.0,False,-0.6793822263482303,True,1.2068528989788128
2025-08-30,2369.8,BULLISH,0.4444444444444444,0.4444444444444444,medium,26,10,36,0.7222222222222222,majority,False,0.0,False,0.0,True,0.5696683264410498,True,0.6245252763946209
2025-08-31,2369.8,BULLISH,0.5555555555555556,0.5555555555555556,strong,28,8,36,0.7777777777777778,majority,False,0.0,False,-0.6793822263482303,True,1.000084395307613,True,0.4177567727234212
2025-09-01,2369.8,BULLISH,0.6111111111111112,0.6111111111111112,strong,29,7,36,0.8055555555555556,majority,False,0.0,True,0.5696683264410498,True,1.000084395307613,True,2.249134948096874
2025-09-02,2369.8,BULLISH,0.6111111111111112,0.6111111111111112,strong,29,7,36,0.8055555555555556,majority,False,-0.6793822263482303,True,1.000084395307613,True,1.000084395307613,True,1.1857540720735886
2025-09-03,2353.7,BULLISH,0.8888888888888888,0.8888888888888888,strong,34,2,36,0.9444444444444444,unanimous,True,1.2575944257976959,True,1.6909546671198619,True,1.8991375281471843,True,1.8778943790627638
2025-09-04,2383.3,BULLISH,0.7777777777777778,0.7777777777777778,strong,32,4,36,0.8888888888888888,majority,True,0.42797801367850535,True,0.42797801367850535,True,0.054546217429602945,True,0.6125959803633578
2025-09-05,2393.5,BULLISH,0.6111111111111112,0.6111111111111112,strong,29,7,36,0.8055555555555556,majority,False,0.0,True,0.20472111969918907,False,-0.5765615207854682,True,1.3411322331313937
2025-09-06,2393.5,BULLISH,0.8888888888888888,0.8888888888888888,strong,34,2,36,0.9444444444444444,unanimous,False,0.0,False,-0.37184040108627914,True,1.2366826822644625,True,1.1196991852935108
2025-09-07,2393.5,BULLISH,0.7222222222222222,0.7222222222222222,strong,31,5,36,0.8611111111111112,majority,True,0.20472111969918907,False,-0.5765615207854682,True,0.18383120952580284,True,1.3996239816168792
2025-09-08,2398.4,BULLISH,0.5555555555555556,0.5555555555555556,strong,28,8,36,0.7777777777777778,majority,False,-0.5753835890593805,True,1.0298532354903194,False,-0.02084723148765844,True,3.71497665110073
2025-09-09,2384.6,BULLISH,0.7222222222222222,0.7222222222222222,strong,31,5,36,0.8611111111111112,majority,False,-0.20548519667869208,True,0.5577455338421615,True,0.5577455338421615,True,3.426151136458956
2025-09-10,2379.7,BULLISH,0.8333333333333334,0.8333333333333334,strong,33,3,36,0.9166666666666666,unanimous,True,1.823759297390431,True,0.7648022860024488,True,1.9288145564567,True,3.639114174055569
2025-09-11,2423.1,BULLISH,0.6666666666666666,0.6666666666666666,strong,30,6,36,0.8333333333333334,majority,False,-1.039990095332418,False,-1.039990095332418,False,-0.1155544550369249,True,1.7828401634270261
2025-09-12,2397.9,BULLISH,0.7222222222222222,0.7222222222222222,strong,31,5,36,0.8611111111111112,majority,False,0.0,True,1.1551774469327252,True,1.2135618666333003,True,3.5030651820342795
2025-09-13,2397.9,BULLISH,0.8888888888888888,0.8888888888888888,strong,34,2,36,0.9444444444444444,unanimous,False,0.0,True,0.9341507152091452,True,3.7366028608365616,True,3.2987197130822765
2025-09-14,2397.9,BULLISH,0.7222222222222222,0.7222222222222222,strong,31,5,36,0.8611111111111112,majority,True,1.1551774469327252,True,1.2135618666333003,True,2.852495933942203,True,2.3437174194086414
2025-09-15,2425.6,BULLISH,0.7222222222222222,0.7222222222222222,strong,31,5,36,0.8611111111111112,majority,False,-0.21850263852241622,True,2.5519459102902413,True,1.677935356200539,True,0.1813984168865473
2025-09-16,2420.3,BULLISH,0.5555555555555556,0.5555555555555556,strong,28,8,36,0.7777777777777778,majority,True,0.27682518696028663,True,1.9005908358467958,True,1.9005908358467958,True,1.2436474817171388
2025-09-17,2427.0,BULLISH,0.7222222222222222,0.7222222222222222,strong,31,5,36,0.8611111111111112,majority,True,2.492789451998352,True,1.6192830655129866,True,2.2620519159456154,True,0.964153275648953
2025-09-18,2487.5,BULLISH,0.5,0.5,strong,27,9,36,0.75,majority,False,-0.852261306532656,False,-0.852261306532656,False,-0.4221105527638191,False,-1.4914572864321571
2025-09-19,2466.3,BULLISH,0.6111111111111112,0.6111111111111112,strong,29,7,36,0.8055555555555556,majority,False,0.0,True,0.632526456635442,False,-0.49466812634311613,False,-0.6284717998621416
2025-09-20,2466.3,BULLISH,0.3888888888888889,0.3888888888888889,medium,25,11,36,0.6944444444444444,majority,False,0.0,True,0.43384827474353554,False,-1.4718404087094101,False,-0.43790293151685444
