date,state,regime,confidence,prob_bear,prob_bull,prob_high-volatility,prob_low-volatility
2025-11-04,2,high-volatility,0.999911880014158,8.811998578707758e-05,4.113368119392301e-46,0.999911880014158,0.0
2025-11-05,2,high-volatility,0.9903566203044691,0.0096433796955452,1.4553331293685578e-36,0.9903566203044691,0.0
2025-11-06,0,bear,0.9643358691831501,0.9643358691831501,1.0933346266880893e-32,0.0356641308168945,0.0
2025-11-07,0,bear,0.9998700826600867,0.9998700826600867,2.466983679613251e-33,0.000129917339873214,0.0
2025-11-08,0,bear,0.9999934897462487,0.9999934897462487,1.189028246605969e-35,6.5102536488789286e-06,0.0
2025-11-09,0,bear,0.9999974858612631,0.9999974858612631,2.9640786667528066e-36,2.5141386439919818e-06,0.0
2025-11-10,0,bear,0.9999964592290256,0.9999964592290256,2.6778977192552836e-35,3.5407710056570424e-06,0.0
2025-11-11,0,bear,0.9999788316139069,0.9999788316139069,1.3204667072209516e-37,2.116838603955783e-05,0.0
2025-11-12,0,bear,0.9999997108830447,0.9999997108830447,1.1741506031424066e-38,2.891168666616128e-07,0.0
2025-11-13,0,bear,0.9999999988042418,0.9999999988042418,1.3425120691771779e-40,1.195715607504072e-09,0.0
2025-11-14,0,bear,0.9999999986328021,0.9999999986328021,4.916355026113579e-41,1.367232151901977e-09,0.0
2025-11-15,0,bear,0.9999999985777777,0.9999999985777777,1.3494560961337741e-40,1.4221100517063247e-09,0.0
2025-11-16,0,bear,0.9999999954193299,0.9999999954193299,3.736486193121109e-42,4.580697284036051e-09,0.0
2025-11-17,0,bear,0.9999999996293809,0.9999999996293809,2.2804796289021724e-43,3.7063889074672426e-10,0.0
2025-11-18,0,bear,0.9999999989954631,0.9999999989954631,3.2567546090289544e-41,1.0046009905715937e-09,0.0
2025-11-19,0,bear,0.9999999991764525,0.9999999991764525,5.281391803662393e-43,8.236518612410445e-10,0.0
2025-11-20,0,bear,0.9999999998001385,0.9999999998001385,4.628376192438572e-44,1.9985445327565274e-10,0.0
2025-11-21,0,bear,0.9999999997316991,0.9999999997316991,4.842012057965017e-37,2.682467262006499e-10,0.0
2025-11-22,0,bear,0.9999987643644448,0.9999987643644448,6.920161681446167e-39,1.235635611473867e-06,0.0
2025-11-23,0,bear,0.9999997696511665,0.9999997696511665,1.3604479009738098e-34,2.303488682005473e-07,0.0
2025-11-24,0,bear,0.9999420852930275,0.9999420852930275,6.0827203690534134e-30,5.791470691200917e-05,0.0
2025-11-25,2,high-volatility,0.8948961819364012,0.10510381806352567,4.177644658763342e-34,0.8948961819364012,0.0
2025-11-26,2,high-volatility,0.9999801154041277,1.9884595778902956e-05,1.0027139562643677e-35,0.9999801154041277,0.0
2025-11-27,2,high-volatility,0.9999999704048155,2.9595226005958996e-08,2.5457468414405045e-35,0.9999999704048155,0.0
2025-11-28,2,high-volatility,0.9999999793813006,2.0618609857014134e-08,4.533559040835152e-35,0.9999999793813006,0.0
2025-11-29,2,high-volatility,0.9999999847882465,1.5211837058068336e-08,7.023466330002134e-35,0.9999999847882465,0.0
2025-11-30,2,high-volatility,0.9999999933336312,6.666460972886716e-09,8.752457339019384e-35,0.9999999933336312,0.0
2025-12-01,2,high-volatility,0.9999999921319613,7.868008856424457e-09,3.0412578936908515e-34,0.9999999921319613,0.0
2025-12-02,2,high-volatility,0.9999999642066093,3.5793278372180623e-08,5.842691058262156e-35,0.9999999642066093,0.0
2025-12-03,2,high-volatility,0.9999996244137742,3.7558632171191154e-07,8.98230514325523e-34,0.9999996244137742,0.0
2025-12-04,2,high-volatility,0.9999999183153283,8.168473965327628e-08,1.0545499268126528e-36,0.9999999183153283,0.0
2025-12-05,2,high-volatility,0.9999999267620323,7.323805433013372e-08,7.895742404082915e-37,0.9999999267620323,0.0
2025-12-06,2,high-volatility,0.9999993810406164,6.189593375837698e-07,2.951087111138694e-37,0.9999993810406164,0.0
2025-12-07,2,high-volatility,0.9999999283149944,7.168510218535546e-08,2.163064720103948e-39,0.9999999283149944,0.0
2025-12-08,2,high-volatility,0.9999999743213269,2.567865181952574e-08,4.466206309086626e-42,0.9999999743213269,0.0
2025-12-09,2,high-volatility,0.9999999312437945,6.875617542805761e-08,1.0482990276289797e-36,0.9999999312437945,0.0
2025-12-10,2,high-volatility,0.9999999950255187,4.974401785752147e-09,2.5027083573916474e-45,0.9999999950255187,0.0
2025-12-11,2,high-volatility,0.9999999994686277,5.312746998770196e-10,1.688226527837824e-50,0.9999999994686277,0.0
2025-12-12,2,high-volatility,0.9999999911483428,8.851755531490725e-09,1.7587012469432044e-43,0.9999999911483428,0.0
2025-12-13,2,high-volatility,0.9999999999884039,1.1546763365724641e-11,3.515801955771747e-53,0.9999999999884039,0.0
2025-12-14,2,high-volatility,0.999999998399062,1.600896296942194e-09,2.4140770338077987e-41,0.999999998399062,0.0
2025-12-15,2,high-volatility,0.999999622936528,3.7706353017233215e-07,2.416387453596056e-34,0.999999622936528,0.0
2025-12-16,2,high-volatility,0.9999999828460205,1.7153976177744105e-08,5.516756702640619e-34,0.9999999828460205,0.0
2025-12-17,2,high-volatility,0.9999999953979568,4.6020325467377015e-09,2.695317348973589e-36,0.9999999953979568,0.0
2025-12-18,2,high-volatility,0.9999988896255926,1.1103743339873473e-06,5.187740927297968e-32,0.9999988896255926,0.0
2025-12-19,2,high-volatility,0.9999999814590412,1.854086479518104e-08,4.0560535652399427e-36,0.9999999814590412,0.0
2025-12-20,2,high-volatility,0.9999999715300878,2.8469917726166116e-08,1.1550738555225357e-33,0.9999999715300878,0.0
2025-12-21,2,high-volatility,0.9999998410073785,1.5899266739872491e-07,3.0002776130945883e-33,0.9999998410073785,0.0
2025-12-22,2,high-volatility,0.999999049883396,9.501165764180773e-07,8.493009525821937e-35,0.999999049883396,0.0
2025-12-23,2,high-volatility,0.9999778257679891,2.2174232104569598e-05,1.473542698293637e-30,0.9999778257679891,0.0
2025-12-24,2,high-volatility,0.9999770523336368,2.2947666469885603e-05,2.6193981299751885e-31,0.9999770523336368,0.0
2025-12-25,2,high-volatility,0.9999387370384288,6.126296165594556e-05,7.576837425371979e-32,0.9999387370384288,0.0
2025-12-26,2,high-volatility,0.9998819430452789,0.00011805695461506057,1.0330087816145689e-32,0.9998819430452789,0.0
2025-12-27,2,high-volatility,0.9999453163770741,5.468362284622279e-05,3.3503242528954656e-33,0.9999453163770741,0.0
2025-12-28,2,high-volatility,0.9999003747753166,9.962522471146154e-05,1.0271857555176125e-33,0.9999003747753166,0.0
2025-12-29,2,high-volatility,0.999937378357973,6.262164206506207e-05,6.086935979964022e-35,0.999937378357973,0.0
2025-12-30,2,high-volatility,0.9999127263113832,8.727368859403944e-05,1.1748539706712374e-32,0.9999127263113832,0.0
2025-12-31,2,high-volatility,0.9999902783719861,9.721628061725968e-06,1.4717988791604008e-37,0.9999902783719861,0.0
2026-01-01,2,high-volatility,0.9999769255782307,2.3074421822675764e-05,3.023931232035755e-36,0.9999769255782307,0.0
2026-01-02,2,high-volatility,0.9999809003325499,1.9099667524532524e-05,2.0593894595877056e-36,0.9999809003325499,0.0
2026-01-03,2,high-volatility,0.9999572859028875,4.2714097127489114e-05,1.6662933835101275e-35,0.9999572859028875,0.0
2026-01-04,2,high-volatility,0.9999783901039181,2.160989597457598e-05,2.1963208454852638e-36,0.9999783901039181,0.0
2026-01-05,2,high-volatility,0.9998825630518843,0.00011743694809600746,1.701713021903966e-33,0.9998825630518843,0.0
2026-01-06,2,high-volatility,0.9999999987041974,1.2958114386437622e-09,3.906146979018934e-39,0.9999999987041974,0.0
2026-01-07,2,high-volatility,0.9999999999938609,6.1813985697442296e-12,1.2009483163536725e-36,0.9999999999938609,0.0
2026-01-08,2,high-volatility,0.9999999999961346,3.773899722323642e-12,4.2339636063577214e-38,0.9999999999961346,0.0
2026-01-09,2,high-volatility,0.9999999999822649,1.768954132441606e-11,2.3802234875763507e-36,0.9999999999822649,0.0
2026-01-10,2,high-volatility,0.9999999999956799,4.276019713749195e-12,9.686543640555649e-37,0.9999999999956799,0.0
2026-01-11,2,high-volatility,0.9999999999995453,4.843524857935166e-13,5.506897661569324e-39,0.9999999999995453,0.0
2026-01-12,2,high-volatility,0.9999999998606199,1.393967707641479e-10,2.6179355687335786e-35,0.9999999998606199,0.0
2026-01-13,2,high-volatility,0.9999999999890861,1.0892850501291428e-11,3.3936171698583545e-36,0.9999999999890861,0.0
2026-01-14,2,high-volatility,0.9999999999768079,2.3269911945476466e-11,8.553362231761289e-36,0.9999999999768079,0.0
2026-01-15,2,high-volatility,0.9999999987462616,1.253750245692937e-09,4.443205986994208e-33,0.9999999987462616,0.0
2026-01-16,2,high-volatility,0.9999999999251941,7.485280551272483e-11,8.925024086831526e-34,0.9999999999251941,0.0
2026-01-17,2,high-volatility,0.9999999999599822,3.993260613452836e-11,4.937947427105535e-34,0.9999999999599822,0.0
2026-01-18,2,high-volatility,0.9999999993531219,6.469277749498325e-10,1.3983364496881896e-32,0.9999999993531219,0.0
2026-01-19,2,high-volatility,0.9999999998092335,1.907727964151743e-10,1.2200349935309498e-33,0.9999999998092335,0.0
2026-01-20,2,high-volatility,0.9999999996919087,3.0812165588364055e-10,6.016464930990162e-34,0.9999999996919087,0.0
2026-01-21,2,high-volatility,0.9999999992646735,7.352176080396581e-10,2.6063509971768163e-33,0.9999999992646735,0.0
2026-01-22,2,high-volatility,0.9999999953565748,4.64350035784663e-09,6.640605125296928e-32,0.9999999953565748,0.0
2026-01-23,2,high-volatility,0.9999993899575244,6.100424135754566e-07,1.164404270701878e-29,0.9999993899575244,0.0
2026-01-24,2,high-volatility,0.9999988630615558,1.1369384916162358e-06,4.6030045570466526e-31,0.9999988630615558,0.0
2026-01-25,2,high-volatility,0.9996979961595589,0.00030200384033952145,9.333318242154594e-32,0.9996979961595589,0.0
2026-01-26,0,bear,0.9512392309007827,0.9512392309007827,1.354180771862912e-35,0.048760769099189714,0.0
2026-01-27,0,bear,0.9981785355916074,0.9981785355916074,1.6025014813393306e-37,0.0018214644083033955,0.0
2026-01-28,0,bear,0.9998367658495692,0.9998367658495692,1.363863245167344e-36,0.0001632341505097546,0.0
2026-01-29,0,bear,0.9998763819457906,0.9998763819457906,8.676080902216799e-36,0.0001236180540971986,0.0
2026-01-30,0,bear,0.9990844360007727,0.9990844360007727,7.91037033502131e-35,0.0009155639991897816,0.0
2026-01-31,0,bear,0.9873248208590705,0.9873248208590705,3.533815355392268e-38,0.012675179140891897,0.0
2026-02-01,0,bear,0.9596229550797837,0.9596229550797837,1.4945636580399597e-35,0.04037704492021711,0.0
