date,state,regime,confidence,prob_high-volatility,prob_bear,prob_bull,prob_low-volatility
2026-01-08,1,bear,1.0,3.4974762819547824e-265,1.0,0.0,1.0891220862920883e-37
2026-01-09,1,bear,1.0,1.2981731001337328e-277,1.0,0.0,1.3905231296092874e-40
2026-01-10,1,bear,1.0,1.3131309363127151e-280,1.0,0.0,3.281114225686639e-47
2026-01-11,1,bear,1.0,4.177439122500485e-280,1.0,0.0,3.518709622950561e-47
2026-01-12,1,bear,1.0,3.1614544245573085e-274,1.0,0.0,8.583960831741004e-50
2026-01-13,1,bear,1.0,3.4373537825685225e-272,1.0,0.0,9.55292438634991e-48
2026-01-14,1,bear,1.0,4.108157495272317e-279,1.0,0.0,5.7548887675258885e-74
2026-01-15,1,bear,1.0,4.522852021302869e-285,1.0,0.0,1.2169327195663824e-78
2026-01-16,1,bear,1.0,1.5488577161694472e-278,1.0,0.0,1.4699401845086858e-70
2026-01-17,1,bear,1.0,1.2892203878091181e-279,1.0,0.0,1.1792490067280303e-71
2026-01-18,1,bear,1.0,1.6393149149243018e-292,1.0,0.0,2.012906942254392e-82
2026-01-19,1,bear,1.0,9.220955950308361e-290,1.0,0.0,4.6911001781327815e-77
2026-01-20,1,bear,1.0,1.624204875538961e-296,1.0,0.0,5.2049002617923675e-76
2026-01-21,1,bear,1.0,3.5982769196521375e-280,1.0,0.0,5.835873768575182e-57
2026-01-22,1,bear,1.0,1.4901652761780166e-287,1.0,0.0,1.4283885611593557e-47
2026-01-23,1,bear,1.0,5.0460652047856765e-286,1.0,0.0,3.032953208015795e-44
2026-01-24,1,bear,1.0,6.096119469746112e-279,1.0,0.0,3.6239583864604594e-40
2026-01-25,1,bear,1.0,1.2045074446736149e-303,1.0,0.0,1.9904679097971224e-32
2026-01-26,1,bear,1.0,2.8427931746484243e-307,1.0,0.0,1.8789898158285408e-48
2026-01-27,1,bear,1.0,7.914505131018883e-283,1.0,0.0,1.0064614717361485e-35
2026-01-28,1,bear,1.0,1.1982141940993126e-238,1.0,0.0,3.8645163702725e-27
2026-01-29,1,bear,1.0,9.659859220886752e-247,1.0,0.0,2.9334908875533856e-28
2026-01-30,1,bear,1.0,4.141063852119315e-238,1.0,0.0,9.716521445916136e-43
2026-01-31,1,bear,1.0,1.9296175114299802e-220,1.0,0.0,9.094998055833538e-46
2026-02-01,1,bear,1.0,2.9072974613079693e-194,1.0,0.0,1.2215195157205638e-48
