date,state,regime,confidence,prob_low-volatility,prob_bull,prob_high-volatility,prob_bear
2025-12-21,0,low-volatility,0.9999998146069119,0.9999998146069119,0.0,1.8539311238359775e-07,0.0
2025-12-22,0,low-volatility,0.9999997943954424,0.9999997943954424,0.0,2.0560458304432615e-07,0.0
2025-12-23,0,low-volatility,0.9999997471309463,0.9999997471309463,0.0,2.5286902008807904e-07,0.0
2025-12-24,0,low-volatility,0.9999997495106386,0.9999997495106386,0.0,2.5048934167021403e-07,0.0
2025-12-25,0,low-volatility,0.9999937284165967,0.9999937284165967,0.0,6.271583433693898e-06,0.0
2025-12-26,0,low-volatility,0.9999969596569434,0.9999969596569434,0.0,3.0403430867824418e-06,0.0
2025-12-27,0,low-volatility,0.9999991222963885,0.9999991222963885,0.0,8.777036272590354e-07,0.0
2025-12-28,0,low-volatility,0.9999993733443634,0.9999993733443634,0.0,6.266555799009869e-07,0.0
2025-12-29,0,low-volatility,0.9999989749880593,0.9999989749880593,0.0,1.0250119848230882e-06,0.0
2025-12-30,0,low-volatility,0.9999998539195865,0.9999998539195865,0.0,1.4608038139513018e-07,0.0
2025-12-31,0,low-volatility,0.9999994732011397,0.9999994732011397,0.0,5.267988735448767e-07,0.0
2026-01-01,0,low-volatility,0.999999672126759,0.999999672126759,0.0,3.2787325272455307e-07,0.0
2026-01-02,0,low-volatility,0.9999995812436022,0.9999995812436022,0.0,4.1875635504266106e-07,0.0
2026-01-03,0,low-volatility,0.9999994096361358,0.9999994096361358,0.0,5.90363854177677e-07,0.0
2026-01-04,0,low-volatility,0.9999985743266893,0.9999985743266893,0.0,1.4256733003971493e-06,0.0
2026-01-05,0,low-volatility,0.9999980279285529,0.9999980279285529,0.0,1.9720713986029095e-06,0.0
2026-01-06,0,low-volatility,0.9999976974795932,0.9999976974795932,0.0,2.302520444634779e-06,0.0
2026-01-07,0,low-volatility,0.9999981977765953,0.9999981977765953,0.0,1.8022234056635948e-06,0.0
2026-01-08,0,low-volatility,0.999999030551309,0.999999030551309,0.0,9.694487059501691e-07,0.0
2026-01-09,0,low-volatility,0.9999992053400066,0.9999992053400066,0.0,7.946599728243092e-07,0.0
2026-01-10,0,low-volatility,0.999999271478752,0.999999271478752,0.0,7.2852129127344e-07,0.0
2026-01-11,0,low-volatility,0.9999991737179247,0.9999991737179247,0.0,8.262821258825977e-07,0.0
2026-01-12,0,low-volatility,0.9999992426379006,0.9999992426379006,0.0,7.573620635771311e-07,0.0
2026-01-13,0,low-volatility,0.9999988393075142,0.9999988393075142,0.0,1.1606924387316817e-06,0.0
2026-01-14,0,low-volatility,0.9999999459022334,0.9999999459022334,0.0,5.409771991774058e-08,0.0
2026-01-15,0,low-volatility,0.99999992677738,0.99999992677738,0.0,7.322267582265556e-08,0.0
2026-01-16,0,low-volatility,0.9999999670668563,0.9999999670668563,0.0,3.29331658228712e-08,0.0
2026-01-17,0,low-volatility,0.9999999603484192,0.9999999603484192,0.0,3.9651550031867397e-08,0.0
2026-01-18,0,low-volatility,0.9999999651261083,0.9999999651261083,0.0,3.487393026571238e-08,0.0
2026-01-19,0,low-volatility,0.9999999495998976,0.9999999495998976,0.0,5.040015657221622e-08,0.0
2026-01-20,0,low-volatility,0.9999999797820467,0.9999999797820467,0.0,2.0217931859150386e-08,0.0
2026-01-21,0,low-volatility,0.9999999630916825,0.9999999630916825,0.0,3.69082660759209e-08,0.0
2026-01-22,0,low-volatility,0.9999999546840864,0.9999999546840864,0.0,4.531588945269629e-08,0.0
2026-01-23,0,low-volatility,0.999999886425605,0.999999886425605,0.0,1.1357438816418157e-07,0.0
2026-01-24,0,low-volatility,0.9999997782804503,0.9999997782804503,0.0,2.217195189966729e-07,0.0
2026-01-25,0,low-volatility,0.9999999525746273,0.9999999525746273,0.0,4.74253746150311e-08,0.0
2026-01-26,0,low-volatility,0.9999999750341434,0.9999999750341434,0.0,2.496583865743602e-08,0.0
2026-01-27,0,low-volatility,0.9999999697114395,0.9999999697114395,0.0,3.028856727977293e-08,0.0
2026-01-28,0,low-volatility,0.9999999818934385,0.9999999818934385,0.0,1.8106527724803187e-08,0.0
2026-01-29,0,low-volatility,0.9999999801350443,0.9999999801350443,0.0,1.9864999422010647e-08,0.0
2026-01-30,0,low-volatility,0.9999999580620633,0.9999999580620633,0.0,4.1937973767516534e-08,0.0
2026-01-31,0,low-volatility,0.9999999330600553,0.9999999330600553,0.0,6.693999680034054e-08,0.0
2026-02-01,0,low-volatility,0.9999975885979864,0.9999975885979864,0.0,2.411402019457763e-06,0.0
