date,state,regime,confidence,prob_sideways,prob_high-volatility,prob_low-volatility
2025-12-22,1,sideways,0.999918066138479,3.053284386154229e-09,0.0,1.1365585860798808e-09
2025-12-23,1,sideways,0.9418964386930645,3.149336557890019e-11,0.0,1.541592312998763e-10
2025-12-24,0,sideways,0.9980576283834002,3.380517744976655e-10,6.320403158909504e-298,1.4185767632684165e-18
2025-12-25,0,sideways,0.999994188669749,1.635547880530283e-33,7.959325111750375e-298,3.9407392875618735e-20
2025-12-26,0,sideways,1.0,1.2031721358342228e-49,5.908048230295767e-262,2.4177217413633773e-40
2025-12-27,3,high-volatility,1.0,2.8201466987611396e-47,1.0,2.32275194777322e-111
2025-12-28,3,high-volatility,1.0,2.1614830845620685e-69,1.0,5.2728249101670786e-98
2025-12-29,3,high-volatility,1.0,9.213303953328847e-82,1.0,7.10407684881783e-77
2025-12-30,3,high-volatility,1.0,9.379780030180387e-97,1.0,4.04320425463144e-157
2025-12-31,3,high-volatility,1.0,4.886923675395621e-106,1.0,5.921255185720782e-122
2026-01-01,3,high-volatility,1.0,7.765417108659993e-110,1.0,3.10537805118365e-125
2026-01-02,3,high-volatility,1.0,4.0480927842843542e-112,1.0,3.17945064014384e-126
2026-01-03,3,high-volatility,1.0,1.632082265120282e-121,1.0,3.543759641826078e-136
2026-01-04,3,high-volatility,1.0,2.9689997266861917e-129,1.0,2.0101282454299915e-144
2026-01-05,3,high-volatility,1.0,3.898132733301663e-139,1.0,1.328050341281163e-163
2026-01-06,3,high-volatility,1.0,1.9281526632400097e-141,1.0,7.615571976851992e-178
2026-01-07,3,high-volatility,1.0,5.62007114095999e-130,1.0,2.624970428474843e-165
2026-01-08,3,high-volatility,1.0,2.832068656842612e-118,1.0,6.171911234831644e-153
2026-01-09,3,high-volatility,1.0,9.79358268368186e-115,1.0,5.248205762220405e-160
2026-01-10,3,high-volatility,1.0,2.404511108969131e-103,1.0,2.0340040190941763e-145
2026-01-11,3,high-volatility,1.0,1.252781887126787e-91,1.0,2.9021821985585486e-131
2026-01-12,3,high-volatility,1.0,2.0465305865023452e-79,1.0,4.637168856531675e-130
2026-01-13,3,high-volatility,1.0,3.093245126748341e-61,1.0,2.1640405552750543e-99
2026-01-14,3,high-volatility,1.0,4.209306623585316e-43,1.0,1.4832233476648536e-74
2026-01-15,3,high-volatility,0.9999993361784548,4.3233268432939357e-26,0.9999993361784548,3.243314241103919e-54
2026-01-16,1,sideways,0.9999999999995453,5.292072968599411e-13,2.4277555740894983e-33,1.265514720095604e-25
2026-01-17,1,sideways,0.9999986689581183,1.33104177391294e-06,7.4682694923060725e-65,1.292339324742691e-24
2026-01-18,1,sideways,0.9961039909004039,0.0038960090976919307,2.349641612196492e-68,7.615926899996554e-29
2026-01-19,2,sideways,0.9999999999770353,0.9999999999770353,3.7631604904387485e-286,1.428956622878296e-48
2026-01-20,2,sideways,1.0,1.0,1.0755649118113248e-307,1.055347918605444e-85
2026-01-21,2,sideways,1.0,1.0,0.0,2.360548910071302e-134
2026-01-22,2,sideways,1.0,1.0,0.0,3.8442395348714915e-182
2026-01-23,2,sideways,1.0,1.0,0.0,2.816377409298039e-215
2026-01-24,2,sideways,1.0,1.0,0.0,2.2952610373305491e-234
2026-01-25,2,sideways,1.0,1.0,0.0,1.233668495012525e-269
2026-01-26,2,sideways,1.0,1.0,0.0,1.0223724767207545e-263
2026-01-27,2,sideways,1.0,1.0,0.0,1.0648596259655447e-285
2026-01-28,2,sideways,1.0,1.0,0.0,1.8362172686269475e-230
2026-01-29,2,sideways,1.0,1.0,1.1041367275159694e-203,4.489824600587399e-254
2026-01-30,2,sideways,1.0,1.0,0.0,1.809659813951906e-223
2026-01-31,2,sideways,1.0,1.0,0.0,1.3017233911171298e-140
2026-02-01,2,sideways,1.0,1.0,0.0,3.9058532949551765e-96
