date,state,regime,confidence,prob_sideways,prob_bull,prob_bear,prob_high-volatility,prob_low-volatility
2025-03-27,0,sideways,0.9999999971028046,0.9999999971028046,5.7436171988746445e-11,9.490927508571778e-21,4.787749742033867e-34,2.839808515552573e-09
2025-03-28,0,sideways,0.9999961405662259,0.9999961405662259,1.8149394526104032e-06,4.7569087049766353e-29,9.034642351246675e-35,2.0444942985118454e-06
2025-03-29,0,sideways,0.9999999447725274,0.9999999447725274,2.228852205614404e-08,1.8330340745465638e-29,1.8891132334718602e-35,3.293901015098392e-08
2025-03-30,0,sideways,0.9999998874236616,0.9999998874236616,1.549292904632835e-09,5.496702128321037e-33,8.47307564614921e-34,1.1102696990627656e-07
2025-03-31,0,sideways,0.9999998837445286,0.9999998837445286,4.521627360211915e-09,1.713386687480675e-28,6.720957983473679e-32,1.1173395597423598e-07
2025-04-01,0,sideways,0.9999993417184108,0.9999993417184108,2.2969851065993702e-09,1.2198419062766628e-39,4.457583375387563e-66,6.559845294308356e-07
2025-04-02,0,sideways,0.999999394031376,0.999999394031376,6.059685868902677e-07,7.629040719332893e-55,3.140579825628586e-99,5.6788762626352625e-18
2025-04-03,1,bull,0.9999999999956799,4.226377145820675e-12,0.9999999999956799,9.209993319704815e-43,5.5433041393299175e-59,9.254023874621769e-27
2025-04-04,1,bull,1.0,5.169698233675597e-16,1.0,3.205049304257245e-116,6.179931682374216e-283,2.6710897852306596e-43
2025-04-05,1,bull,0.9999999999470219,5.298696044762161e-11,0.9999999999470219,1.939592193787339e-77,2.7272396494034578e-216,6.0707192880015095e-30
2025-04-06,1,bull,0.9999999998335625,1.663837703513288e-10,0.9999999998335625,1.5328419333925327e-79,4.0218765219885404e-202,6.880481137159196e-30
2025-04-07,1,bull,0.9999999997796749,2.2038076535285332e-10,0.9999999997796749,5.774053579560109e-79,2.3254199794228156e-225,2.544580282752442e-30
2025-04-08,1,bull,0.9999999999160991,8.400383459379046e-11,0.9999999999160991,4.117824293069692e-79,1.52464763502424e-212,9.971099952999301e-56
2025-04-09,1,bull,1.0,1.612415175601414e-59,1.0,9.211479196717455e-56,0.0,9.004414962405048e-39
2025-04-10,1,bull,0.9984114650601554,2.313121757702364e-82,0.9984114650601554,0.001588534939879658,6.44106473949439e-239,1.1480737928808312e-23
2025-04-11,2,bear,0.9988553470188397,6.987160409947012e-97,0.0011446529811861472,0.9988553470188397,6.488795547106655e-236,3.8929849463864046e-27
2025-04-12,2,bear,0.9999999362169112,1.12267719902404e-110,6.378306106766372e-08,0.9999999362169112,1.938382787627815e-235,3.645821062429346e-32
2025-04-13,2,bear,0.9999999944163847,2.0879046755714698e-113,5.583629772516687e-09,0.9999999944163847,4.670820224761527e-238,8.162007036005647e-36
2025-04-14,2,bear,0.9999999990275228,5.911596760195165e-124,9.72578465250022e-10,0.9999999990275228,7.91678575396497e-246,1.2407121054399448e-38
2025-04-15,2,bear,0.9999999998324256,3.996499241366749e-123,1.6746788452193686e-10,0.9999999998324256,8.493030087232297e-247,1.0863795558495445e-37
2025-04-16,2,bear,0.999999264843652,3.6916163093069398e-118,7.351564192659568e-07,0.999999264843652,9.363923682256881e-241,1.0701618457461868e-34
2025-04-17,2,bear,0.9999999986794137,3.4483932958745254e-129,1.3206305077627267e-09,0.9999999986794137,1.9729431776370558e-225,6.278178871185617e-36
2025-04-18,2,bear,0.9999999938922883,1.0703627836718454e-121,6.107663531193547e-09,0.9999999938922883,1.3827248836306837e-223,2.8530449749821447e-36
2025-04-19,2,bear,0.9999999748222311,4.6935315848396026e-119,2.5177727922078688e-08,0.9999999748222311,6.790572378862242e-241,1.80773733394646e-36
2025-04-20,2,bear,0.9999999664585181,2.8651844955711054e-117,3.354155759146238e-08,0.9999999664585181,2.8345555870701117e-256,1.3357207472515816e-49
2025-04-21,2,bear,0.9997775143902939,8.375371924006846e-103,0.0002224856096522863,0.9997775143902939,5.072620656501509e-273,1.3048179157381525e-52
2025-04-22,1,bull,0.9915607125384469,2.2193803793732405e-94,0.9915607125384469,0.0084392874614767,4.098841400723058e-288,3.048702657053623e-48
2025-04-23,1,bull,0.9999999223482549,2.695116753227101e-77,0.9999999223482549,7.765169981558097e-08,5.024501493740021e-188,1.0752013561736804e-42
2025-04-24,1,bull,0.9999999989822754,6.57497327535456e-57,0.9999999989822754,1.0176217325407966e-09,2.930346102046465e-189,8.303934867772095e-45
2025-04-25,1,bull,0.9999999999993179,2.3655609482994907e-53,0.9999999999993179,7.017470813500916e-13,1.1065569307906396e-180,1.1496337470983319e-40
2025-04-26,1,bull,1.0,2.18153802933628e-48,1.0,3.407991894257794e-14,1.1022419210334148e-184,5.7081149834313975e-40
2025-04-27,1,bull,1.0,6.219649515339687e-45,1.0,7.33011493673207e-15,2.8849728592383405e-160,3.09447725532216e-50
2025-04-28,1,bull,1.0,2.2452449333859535e-45,1.0,1.8208406304475306e-38,2.5811493314655974e-135,8.842247046583781e-28
2025-04-29,4,low-volatility,0.9999999999561169,1.8965114627583045e-17,4.3872424811599415e-11,2.964270145469631e-49,4.3504692955180466e-40,0.9999999999561169
2025-04-30,3,high-volatility,0.9999976060277284,9.605481005260094e-29,3.7231097308358463e-28,1.0693737222487432e-56,0.9999976060277284,2.3939723140333744e-06
2025-05-01,3,high-volatility,0.9999999998256044,3.525355334293485e-41,7.346344215361037e-47,1.7475605481483168e-68,0.9999999998256044,1.7434885462521637e-10
2025-05-02,3,high-volatility,0.9999999588619639,1.7058418856233736e-47,6.8662623403394925e-65,4.127030136667386e-79,0.9999999588619639,4.1137929419386395e-08
2025-05-03,3,high-volatility,0.9999995765000209,8.691767675672404e-50,2.752469035727408e-75,2.5967989630990369e-79,0.9999995765000209,4.234999839698801e-07
2025-05-04,3,high-volatility,0.9999999795666101,7.224000596083905e-49,3.7831234872197895e-74,2.0915079445733743e-77,0.9999999795666101,2.0433436015718564e-08
2025-05-05,3,high-volatility,0.9998743716696349,2.5515600976353962e-46,9.173818504467467e-73,1.3662829246789202e-78,0.9998743716696349,0.00012562833033717794
2025-05-06,4,low-volatility,1.0,9.39293398816358e-34,7.180247830235857e-78,6.229998480654095e-106,1.5460988347311192e-65,1.0
2025-05-07,4,low-volatility,1.0,2.390165586751451e-29,8.972970548766203e-76,8.103848260699666e-112,1.4222164559802322e-84,1.0
2025-05-08,4,low-volatility,1.0,3.2358562765818333e-29,9.591526776451924e-72,1.4736972855223019e-112,2.885631254358941e-91,1.0
2025-05-09,4,low-volatility,1.0,5.009267099917583e-28,1.2196645755863128e-67,8.831514067876516e-103,1.0843980913213224e-83,1.0
2025-05-10,4,low-volatility,1.0,2.8503086973825766e-26,1.3663561787973096e-63,7.788481418955992e-87,8.379414152430016e-69,1.0
2025-05-11,4,low-volatility,1.0,3.62199449440903e-17,5.9103294934962525e-62,5.296853786330323e-117,3.7078924690712707e-184,1.0
2025-05-12,4,low-volatility,1.0,1.6596273445148404e-27,3.691871844859729e-34,1.288386563985335e-15,1.9349812296314618e-144,1.0
2025-05-13,4,low-volatility,0.9999999993785877,1.9891484774041207e-30,1.2811837398249957e-15,6.214427032028829e-10,8.908092798140026e-44,0.9999999993785877
2025-05-14,2,bear,0.9348822995977277,7.388790642611613e-26,4.367063847543524e-16,0.9348822995977277,1.716864043477633e-59,0.06511770040236649
2025-05-15,2,bear,0.9999192218655559,3.7846895802743266e-24,1.3628106055526888e-07,0.9999192218655559,3.710353823569599e-73,8.064185338388693e-05
2025-05-16,2,bear,0.9999987286650035,1.1359571707116769e-20,2.909398269968763e-07,0.9999987286650035,1.9527028166173483e-73,9.803950751814425e-07
2025-05-17,2,bear,0.9999924967764405,1.382113305754445e-15,7.489702510534626e-06,0.9999924967764405,4.0246337884558444e-76,1.3521054679118727e-08
2025-05-18,2,bear,0.9993649594369026,4.237796118121845e-10,0.000635027285470243,0.9993649594369026,9.45978470141554e-82,1.2853937502172681e-08
2025-05-19,2,bear,0.9961966259441996,1.318529334554906e-11,0.003803364898558584,0.9961966259441996,1.2947568235057974e-89,9.144006007893652e-09
2025-05-20,2,bear,0.9979122752383913,2.512980137968873e-12,0.0020877048772632548,0.9979122752383913,7.285941762719447e-97,1.988179223495684e-08
2025-05-21,2,bear,0.9960614529756135,1.1444768563046826e-15,0.003938547023945577,0.9960614529756135,2.631210292554768e-100,4.3387986963038976e-13
2025-05-22,2,bear,0.9994409667438006,9.624910507975142e-18,0.0005590332562206613,0.9994409667438006,1.3130951001752759e-112,2.7690417056887828e-14
2025-05-23,2,bear,0.9998635768395974,8.4101294366699e-19,0.00013642316045548678,0.9998635768395974,5.001254246996545e-117,8.290890077481736e-17
2025-05-24,2,bear,0.9999574625240044,8.568489676356974e-20,4.2537476010231086e-05,0.9999574625240044,1.1279613780968664e-121,1.5214395899692421e-18
2025-05-25,2,bear,0.9999729271218672,1.4895342256791522e-18,2.7072878063683402e-05,0.9999729271218672,3.912870753257285e-126,1.0213073410840098e-19
2025-05-26,2,bear,0.9981376273559192,9.03805230977998e-15,0.0018623726441847055,0.9981376273559192,5.707032272461718e-119,1.5965807250247116e-24
2025-05-27,1,bull,0.9999745262034598,4.1945609021942883e-20,0.9999745262034598,2.547379664030327e-05,2.7544765522980364e-123,2.6978099534471223e-16
2025-05-28,1,bull,0.9999993830278611,1.690077406651289e-18,0.9999993830278611,6.169720904790652e-07,3.338355582851443e-114,1.290909407026421e-16
