date,state,regime,confidence,prob_sideways,prob_bull,prob_high-volatility,prob_low-volatility
2025-11-26,3,sideways,0.9999999999108695,0.9999999999108695,7.849840005132887e-12,0.0,2.0206017580842623e-39
2025-11-27,3,sideways,0.9999999999706688,0.9999999999706688,2.1398702230825175e-11,0.0,6.171564365545908e-42
2025-11-28,3,sideways,0.9999999998753992,0.9999999998753992,1.0311854578161353e-10,0.0,1.9586876939340476e-38
2025-11-29,3,sideways,0.9999999997378382,0.9999999997378382,1.5892773061824297e-10,0.0,4.7257009252794654e-36
2025-11-30,3,sideways,0.9999999996323368,0.9999999996323368,2.0841760474732292e-10,0.0,6.124835829046804e-40
2025-12-01,3,sideways,0.9999999987467163,0.9999999987467163,1.0448743385460384e-09,0.0,3.9282618525944077e-41
2025-12-02,3,sideways,0.9999999959102297,0.9999999959102297,3.044442155282019e-09,0.0,5.284270872995481e-39
2025-12-03,3,sideways,0.9999999968777047,0.9999999968777047,5.74661526627009e-11,0.0,2.8122282846304735e-61
2025-12-04,3,sideways,0.9999999999363354,0.9999999999363354,5.790339270611065e-12,0.0,2.6143653419948828e-55
2025-12-05,3,sideways,0.9999999999915872,0.9999999999915872,2.527800398112575e-12,0.0,2.4526923439425217e-57
2025-12-06,3,sideways,0.999999999992724,0.999999999992724,4.742122601511966e-12,0.0,1.057855977409859e-58
2025-12-07,3,sideways,0.9999999999877218,0.9999999999877218,7.437979019694344e-12,0.0,1.1827174367862784e-58
2025-12-08,3,sideways,0.9999999998085514,0.9999999998085514,1.8408015106512997e-10,0.0,7.219984233824865e-54
2025-12-09,3,sideways,0.999999997944542,0.999999997944542,1.872824896102071e-09,0.0,2.146761340721168e-73
2025-12-10,3,sideways,0.9999999979011136,0.9999999979011136,2.4883649154574116e-10,0.0,7.237350510689325e-53
2025-12-11,3,sideways,0.9999999996118731,0.9999999996118731,1.3941585254967165e-10,0.0,6.959274796450293e-44
2025-12-12,3,sideways,0.9999999998312887,0.9999999998312887,2.932837778426842e-11,0.0,2.04186463454768e-45
2025-12-13,3,sideways,0.9999999999645297,0.9999999999645297,6.101600932855733e-12,0.0,6.299744755114963e-51
