date,state,regime,confidence,prob_bear,prob_bull,prob_high-volatility,prob_sideways,prob_low-volatility
2025-04-08,1,bull,1.0,6.595907849616442e-42,1.0,3.420748609165928e-59,3.667458285450568e-46,3.5312927254943254e-62
2025-04-09,1,bull,1.0,4.732211269102168e-51,1.0,6.40038348226672e-39,2.257371671677059e-46,2.6743848562080727e-62
2025-04-10,1,bull,1.0,4.260317672315152e-18,1.0,5.334453844076883e-26,8.945339297200588e-31,7.76510101149071e-21
2025-04-11,1,bull,1.0,4.9687356862158936e-17,1.0,2.2218876218033024e-26,5.334453578750656e-26,1.0443012254778093e-21
2025-04-12,1,bull,1.0,3.560679627709565e-19,1.0,7.771180095844795e-25,2.2231517322187223e-26,8.322806550981097e-21
2025-04-13,1,bull,1.0,7.164898443210029e-20,1.0,1.2620375112242772e-24,7.77117952543068e-25,1.2492813702252731e-23
2025-04-14,1,bull,1.0,3.077327067645171e-20,1.0,1.4867104004196102e-29,1.2620375209508736e-24,4.539120299281816e-23
2025-04-15,1,bull,1.0,1.327544305850502e-16,1.0,6.468784806642002e-33,1.4867104355638153e-29,7.7744173620513e-23
2025-04-16,1,bull,1.0,3.7089040051076044e-16,1.0,1.0425611090355595e-37,1.0676600910640824e-32,3.768869117528375e-18
2025-04-17,1,bull,1.0,7.064182556042936e-18,1.0,5.392894837682451e-40,8.322879325365236e-37,6.657877142019284e-24
2025-04-18,1,bull,1.0,2.8101074165793263e-18,1.0,6.226696694427108e-26,1.15580466808437e-34,4.103063383196118e-20
2025-04-19,1,bull,0.9999999999993179,1.7526994982071045e-67,0.9999999999993179,7.258445463251509e-13,2.0928483550841297e-82,1.1033185263884897e-67
2025-04-20,2,high-volatility,1.0,1.0500437126141451e-141,7.859649755193678e-50,1.0,1.0452192626659965e-138,3.7811294619989042e-264
2025-04-21,2,high-volatility,1.0,7.406786553609085e-203,1.0713454807452332e-124,1.0,8.159807892140499e-143,0.0
2025-04-22,2,high-volatility,1.0,2.7254272042489583e-208,8.159807892138644e-143,1.0,5.760717707716941e-135,0.0
2025-04-23,2,high-volatility,1.0,6.290188267910009e-205,5.760717707716941e-135,1.0,2.7257604536191056e-126,0.0
2025-04-24,2,high-volatility,1.0,1.1639082018772791e-178,2.7257604536197252e-126,1.0,1.9706836274566556e-106,1.0505607400278918e-284
2025-04-25,2,high-volatility,1.0,2.53187519771424e-163,1.9706836274562073e-106,1.0,9.217521119214421e-98,8.51467198932331e-226
2025-04-26,2,high-volatility,1.0,4.4190673136286087e-144,9.217521119214421e-98,1.0,1.8346286796732768e-85,2.984859482965217e-193
2025-04-27,2,high-volatility,1.0,3.086094252844679e-123,1.8346286796732768e-85,1.0,1.9255854409682886e-62,8.793687624989791e-217
2025-04-28,2,high-volatility,1.0,2.3485830805972317e-84,1.9255854397940354e-62,1.0,2.414910627205128e-58,4.4047839691444e-216
2025-04-29,2,high-volatility,1.0,2.430234212876647e-81,2.4149099300809455e-58,1.0,1.2980497623588286e-49,1.980190645140038e-214
2025-04-30,2,high-volatility,1.0,3.2786613504114253e-74,1.2980497590207687e-49,1.0,3.668322290503088e-45,6.299290169499281e-185
2025-05-01,2,high-volatility,1.0,2.0736444313025743e-68,3.6683086523850454e-45,1.0,2.0541809099066544e-38,1.1898520057589341e-183
2025-05-02,2,high-volatility,1.0,1.116344358425636e-61,2.0541507400565654e-38,1.0,6.850935906082668e-35,2.2834373333818444e-174
2025-05-03,2,high-volatility,1.0,1.83006013802797e-58,6.8493129668482e-35,1.0,7.580164554180062e-31,3.878570816020264e-167
2025-05-04,2,high-volatility,1.0,1.0944744102006342e-52,3.446221116479528e-32,1.0,8.274802981602131e-24,2.4127091907365937e-160
2025-05-05,2,high-volatility,1.0,4.556915327248969e-43,3.548366592461493e-25,1.0,1.3345096951434541e-17,1.006075502394453e-149
2025-05-06,2,high-volatility,1.0,6.154809850483856e-38,1.3345092189655969e-17,1.0,1.0328567371794234e-17,2.0066951365361494e-117
2025-05-07,2,high-volatility,1.0,8.40051241582463e-39,1.0328942004820177e-17,1.0,9.546034117371359e-21,2.71728770006255e-138
2025-05-08,2,high-volatility,1.0,1.2194143763268896e-41,4.3890611794025083e-20,1.0,2.1243696970380198e-20,4.030669014221061e-135
2025-05-09,2,high-volatility,1.0,1.510420556690874e-38,3.1047649579113096e-20,1.0,1.8723965652447058e-19,2.2505361332771697e-98
2025-05-10,2,high-volatility,1.0,5.2988636551433004e-37,2.1606503176099907e-19,1.0,5.787745585675267e-18,1.618300950494514e-85
2025-05-11,2,high-volatility,1.0,3.4033121112171723e-41,5.994894418663035e-18,1.0,1.5999002918848304e-28,2.928252845337769e-110
2025-05-12,2,high-volatility,0.9999999999211013,6.837389004286754e-41,4.806411139822878e-36,0.9999999999211013,7.886644305933512e-11,1.0030007363767905e-166
2025-05-13,3,sideways,0.9999999999929514,1.819244194517601e-26,1.1803558780081208e-29,7.0161295329876006e-12,0.9999999999929514,7.117992615483982e-136
2025-05-14,3,sideways,1.0,2.1969528579660367e-14,3.7171818323344124e-18,1.1661587445727682e-21,1.0,7.564507276769149e-118
2025-05-15,3,sideways,1.0,7.362641371386627e-15,2.8277657234484357e-23,3.714565528731127e-18,1.0,1.3610323738920666e-129
2025-05-16,3,sideways,1.0,5.461289747821459e-16,5.763622688550098e-23,8.4156093288755e-24,1.0,6.537493565364804e-119
2025-05-17,3,sideways,1.0,1.879644326022484e-15,6.287496266665475e-22,1.9873781874323696e-23,1.0,7.418743280850953e-119
2025-05-18,3,sideways,1.0,2.924217946447845e-14,1.6743736625534993e-22,3.85722448124048e-28,1.0,2.4252222277433382e-124
2025-05-19,3,sideways,1.0,7.14213336876679e-14,3.302034934873505e-21,1.8920288337102638e-28,1.0,3.522580794618978e-122
2025-05-20,3,sideways,0.9999999999988631,1.0385723587510483e-12,2.333397322662535e-18,1.9110423215220824e-29,0.9999999999988631,5.214508374728782e-88
2025-05-21,3,sideways,0.9999999999445208,5.54793548636721e-11,5.980509646601205e-18,3.093221950018738e-25,0.9999999999445208,7.243913975682699e-90
2025-05-22,3,sideways,0.99999999990996,9.001341816004421e-11,4.081591598298347e-19,6.815474277524624e-27,0.99999999990996,3.794320288542845e-82
2025-05-23,3,sideways,0.9999999999783995,2.1596480445700794e-11,3.547088012248283e-19,4.2178248458605886e-22,0.9999999999783995,1.700272300888807e-99
2025-05-24,3,sideways,0.9999999999997726,3.373246030015812e-13,9.791777231276498e-20,1.8384075194996966e-22,0.9999999999997726,2.2419921076549835e-96
2025-05-25,3,sideways,0.9999999999995453,4.480733247864954e-13,4.242714780657331e-19,3.340747498575925e-24,0.9999999999995453,3.997379437803704e-96
2025-05-26,3,sideways,0.9999999999977263,2.304016977675883e-12,5.214992195764822e-19,7.035345077648143e-22,0.9999999999977263,1.5431691836917782e-102
2025-05-27,3,sideways,0.9999999999984084,1.6532992895992164e-12,4.614218044078867e-19,8.012354904876632e-27,0.9999999999984084,7.690209971911131e-84
2025-05-28,3,sideways,0.9999999999949978,4.9216592571259895e-12,2.9901098879459643e-18,4.9329402722037753e-29,0.9999999999949978,1.1524809412251568e-93
2025-05-29,3,sideways,0.999999999960437,3.966071251908695e-11,9.930431588219899e-18,8.902190904010954e-33,0.999999999960437,1.387022564928909e-119
2025-05-30,3,sideways,0.9999999999838565,7.977983503091178e-13,1.526127566619181e-11,1.954696896933345e-37,0.9999999999838565,5.956320954178564e-110
2025-05-31,3,sideways,0.9999534245238088,8.380317984733588e-19,4.657547619671108e-05,1.13521782764722e-50,0.9999534245238088,5.075687268880909e-162
2025-06-01,1,bull,0.5323746273161047,1.1250788215957297e-07,0.5323746273161047,2.2808635378272907e-30,0.46762526017603434,9.691715725070824e-41
2025-06-02,1,bull,0.9999999901092451,2.2176764060049937e-10,0.9999999901092451,2.8296934972993065e-30,9.66905678767876e-09,3.160571543313754e-67
2025-06-03,1,bull,0.9999999999986358,1.347613542153804e-12,0.9999999999986358,4.26802469222094e-35,2.3642612309581757e-21,1.0957555703726304e-65
2025-06-04,1,bull,1.0,2.5422429239499397e-15,1.0,1.680666979948355e-36,9.552236059607467e-35,3.3828655595636e-72
2025-06-05,1,bull,1.0,4.5112429473638874e-20,1.0,4.484043846905483e-31,1.5192573585445593e-36,4.0017760710466134e-94
2025-06-06,1,bull,1.0,4.265885988055097e-22,1.0,3.0569351686985946e-25,3.3468721391867344e-31,1.0128763203855292e-111
2025-06-07,1,bull,1.0,2.7332725557694368e-22,1.0,5.0413641748117986e-26,3.04139911227979e-25,1.9415428497710333e-119
2025-06-08,1,bull,1.0,6.959248457578135e-23,1.0,1.0773820533163071e-30,5.0413537363460073e-26,1.476547745494093e-119
2025-06-09,1,bull,1.0,4.1554234121035616e-26,1.0,5.50354981529107e-32,1.0738522682543946e-30,5.480444170728092e-135
2025-06-10,1,bull,1.0,3.2506979249073315e-25,1.0,1.803128561384565e-31,5.350139063827939e-32,5.040203178911444e-126
2025-06-11,1,bull,1.0,2.281949571665933e-27,1.0,2.261639768077515e-29,6.54635776027158e-33,1.3717217113621126e-116
2025-06-12,1,bull,1.0,4.172172125156484e-27,1.0,1.7019881505622717e-28,4.06101605579226e-33,6.126816776106488e-100
2025-06-13,1,bull,1.0,4.572569070610056e-25,1.0,5.043456118002553e-28,1.1262010554720372e-29,9.603131580273317e-83
2025-06-14,1,bull,1.0,1.281136353581687e-22,1.0,8.678169411135506e-29,4.939311157743938e-28,5.416840329895323e-66
2025-06-15,1,bull,1.0,2.7190747211247376e-23,1.0,3.289224929120197e-26,6.550162320868294e-29,1.9039632810863322e-64
2025-06-16,1,bull,1.0,3.577564318695386e-21,1.0,5.372373132544984e-24,3.2080682020460637e-26,1.2470597370091002e-60
2025-06-17,1,bull,1.0,1.8043760801003154e-15,1.0,7.734980629584175e-23,5.372363551417045e-24,1.693422636540571e-47
2025-06-18,1,bull,1.0,1.0080068000530102e-13,1.0,1.3936268975266544e-18,7.72267757669398e-23,1.3966972262594405e-38
2025-06-19,1,bull,0.9999999972412752,2.7585740957586397e-09,0.9999999972412752,1.5055028850815178e-13,1.3841400659975052e-18,1.62696470288133e-29
2025-06-20,1,bull,0.9974738343440704,0.0025261653947658085,0.9974738343440704,2.0142963799807726e-14,2.612478627984045e-10,4.257736573085921e-27
