date,state,regime,confidence,prob_sideways,prob_bear,prob_high-volatility,prob_bull,prob_low-volatility
2025-02-05,3,bull,1.0,4.88593252470496e-21,2.002335344286129e-18,4.371816475481955e-31,1.0,3.724250229072413e-18
2025-02-06,3,bull,1.0,1.318115938146686e-20,3.711085196608048e-18,4.994347905123851e-32,1.0,2.0754589280854733e-19
2025-02-07,3,bull,1.0,6.293482257908691e-20,1.4461680573802586e-19,3.7422569233826987e-29,1.0,4.478513348554513e-17
2025-02-08,3,bull,1.0,7.01609977375933e-19,4.4083465503489984e-17,1.1576719710218362e-27,1.0,7.033826775692275e-15
2025-02-09,3,bull,1.0,4.169065355117131e-17,6.992360430946477e-15,4.7662576379141024e-30,1.0,1.5007128051979609e-16
2025-02-10,3,bull,1.0,5.4793231545915983e-17,9.529262212755052e-17,4.353349582512774e-25,1.0,1.1111086344863084e-15
2025-02-11,3,bull,1.0,2.364369725404422e-18,1.1088040574148035e-15,8.044966193442388e-32,1.0,2.3349588161082473e-17
2025-02-12,3,bull,1.0,5.6564613126427966e-18,1.76905260994915e-17,7.967210331163793e-30,1.0,8.009005294556941e-15
2025-02-13,3,bull,1.0,2.6566700515696945e-16,7.743359471100909e-15,3.259811750046645e-35,1.0,1.6705490341368386e-17
2025-02-14,3,bull,1.0,1.5848487811890407e-17,8.543473688688444e-19,4.022071981523971e-26,1.0,2.261626454394529e-16
2025-02-15,3,bull,1.0,1.7112072784696518e-18,2.2445139824142514e-16,6.870078191943424e-29,1.0,5.098664606934729e-15
2025-02-16,3,bull,1.0,3.226502187267446e-17,5.06647258901418e-15,1.4561611288670036e-26,1.0,1.3610399412865456e-14
2025-02-17,3,bull,0.9999999999993179,2.1795045263538075e-17,1.3593055473088895e-14,3.769858018500348e-39,0.9999999999993179,7.609051917120067e-13
2025-02-18,3,bull,0.9999985390158358,6.20410507716366e-16,8.146176957607023e-29,8.76352334881498e-42,0.9999985390158358,1.460984175849675e-06
2025-02-19,4,low-volatility,1.0,3.1017764014165534e-32,6.0924874485399655e-31,9.127775715195003e-41,2.3747375044193366e-38,1.0
2025-02-20,4,low-volatility,1.0,6.195746289833258e-28,5.2777078977159404e-23,7.61019680596605e-49,2.7306204267541303e-63,1.0
2025-02-21,4,low-volatility,1.0,3.105368898494428e-33,1.4349881327127512e-28,4.4315340192787e-50,2.752105890676332e-68,1.0
2025-02-22,4,low-volatility,1.0,3.274300647236892e-33,1.0702281024143755e-29,1.9104401410837788e-57,2.526405430748814e-77,1.0
2025-02-23,4,low-volatility,1.0,7.900588937316908e-34,1.2352712328880906e-31,2.983994220288751e-56,6.478397913411153e-73,1.0
2025-02-24,4,low-volatility,1.0,2.280236523553787e-33,1.8133005877738076e-34,4.317171923372446e-40,1.7286417407432584e-52,1.0
2025-02-25,4,low-volatility,1.0,1.1869796753813168e-29,2.348513999859578e-30,1.7148703568800795e-35,1.6350459445890183e-45,1.0
2025-02-26,4,low-volatility,1.0,2.355177649585034e-34,2.9926337116774216e-29,5.625495429660042e-40,7.325533123242073e-58,1.0
2025-02-27,4,low-volatility,1.0,1.4334325722085858e-34,1.7927364586633125e-31,1.1721563538628967e-35,6.218498890896643e-55,1.0
2025-02-28,4,low-volatility,1.0,1.2734929353206615e-36,1.0008358216095728e-27,7.272227173986903e-28,4.184253293804216e-46,1.0
2025-03-01,4,low-volatility,1.0,3.727911116645992e-31,2.9914676432473823e-23,9.328206747509497e-29,1.3473181124477854e-34,1.0
2025-03-02,4,low-volatility,1.0,5.296066598212396e-29,2.1745851615322512e-24,1.610674692113929e-26,6.820026676331263e-26,1.0
2025-03-03,4,low-volatility,1.0,8.140639853875227e-28,1.6188424926748848e-23,1.905590862602543e-24,1.5292394575130083e-24,1.0
2025-03-04,4,low-volatility,1.0,9.185031449640339e-26,7.171987778896636e-22,6.197418850275124e-31,5.713752331129367e-24,1.0
2025-03-05,4,low-volatility,1.0,2.273957569849112e-41,9.779851918153971e-28,9.710322823093896e-33,2.4708916437815893e-46,1.0
2025-03-06,4,low-volatility,1.0,8.733577841723808e-46,6.220249867525726e-35,6.158273306713621e-32,2.3369246345265335e-50,1.0
2025-03-07,4,low-volatility,1.0,1.335810262720486e-44,4.537404632170524e-35,7.263277877951205e-30,2.2730492369392385e-54,1.0
2025-03-08,4,low-volatility,1.0,1.8361212694506847e-42,9.416551578196962e-34,8.618814456159641e-28,1.785502611560619e-51,1.0
2025-03-09,4,low-volatility,1.0,2.331681258919182e-43,2.2557569667356193e-34,6.595552043779443e-26,1.285734009947074e-49,1.0
2025-03-10,4,low-volatility,1.0,1.0761324158006482e-40,3.103491592561695e-29,2.8903456476168773e-24,6.339960396242968e-47,1.0
2025-03-11,4,low-volatility,1.0,1.2220558928413875e-38,5.489421765019964e-25,1.1025249175371716e-23,1.340891107013443e-42,1.0
2025-03-12,4,low-volatility,1.0,4.769529665040005e-35,2.5704024151427474e-24,5.373186826185479e-23,2.3796107463469503e-36,1.0
2025-03-13,4,low-volatility,1.0,1.719897788236715e-33,8.121820653044295e-24,1.4886455540660325e-21,1.2356294327417187e-36,1.0
2025-03-14,4,low-volatility,1.0,5.778501088699887e-41,2.1030792978646256e-25,1.2876737073420363e-19,2.407850655335391e-49,1.0
2025-03-15,4,low-volatility,1.0,1.8980844213138717e-43,2.123720560444919e-22,2.9420983799654955e-17,1.5600412156351486e-59,1.0
2025-03-16,4,low-volatility,1.0,3.2308600459057756e-32,2.735692749487584e-19,2.6015130947062828e-14,1.003496223492737e-42,1.0
2025-03-17,4,low-volatility,0.9999999999886313,2.2304360221289938e-38,2.9887470264723956e-16,1.1276409856346626e-11,6.265952886361783e-61,0.9999999999886313
