date,state,regime,confidence,prob_bull,prob_high-volatility,prob_low-volatility,prob_bear
2025-08-03,0,bull,0.9999999947212928,0.9999999947212928,1.9994741454667828e-33,5.278788997844687e-09,0.0
2025-08-04,0,bull,0.9999999998126441,0.9999999998126441,1.1875567695442147e-34,1.8733258926169942e-10,0.0
2025-08-05,0,bull,0.9999999999176907,0.9999999999176907,2.214800016100796e-37,8.235796159665656e-11,0.0
2025-08-06,0,bull,0.9999999999724878,0.9999999999724878,5.463287922136663e-38,2.7511229688771284e-11,0.0
2025-08-07,0,bull,0.9999999999768079,0.9999999999768079,3.8188730543863875e-37,2.3267661680197957e-11,0.0
2025-08-08,0,bull,0.999999999972033,0.999999999972033,6.524244570998267e-35,2.8028495831858002e-11,0.0
2025-08-09,0,bull,0.9999999999765805,0.9999999999765805,2.4767039969981035e-34,2.3405601070960927e-11,0.0
2025-08-10,0,bull,0.99999999997749,0.99999999997749,1.9161743578911104e-34,2.2469451219167466e-11,0.0
2025-08-11,0,bull,0.9999999999859028,0.9999999999859028,2.0559849710316373e-34,1.4150603141662764e-11,0.0
2025-08-12,0,bull,0.9999999999822649,0.9999999999822649,5.426836133614417e-32,1.7822944046454466e-11,0.0
2025-08-13,0,bull,0.999999994748805,0.999999994748805,8.286140424510732e-27,5.251265275490448e-09,0.0
2025-08-14,0,bull,0.9999999805013433,0.9999999805013433,3.497113877208608e-27,1.9498769938468636e-08,0.0
2025-08-15,0,bull,0.999999990531478,0.999999990531478,1.005394703061558e-27,9.468446701631553e-09,0.0
2025-08-16,0,bull,0.999999994542577,0.999999994542577,5.587493739270261e-28,5.457394001795621e-09,0.0
2025-08-17,0,bull,0.9999999980093435,0.9999999980093435,3.467414821006982e-27,1.990725026524739e-09,0.0
2025-08-18,0,bull,0.9999999997337454,0.9999999997337454,3.932539424280703e-35,2.663275168508874e-10,0.0
2025-08-19,0,bull,0.9999968617327472,0.9999968617327472,4.401836896287166e-62,3.138267180014354e-06,0.0
2025-08-20,0,bull,0.9999975184968074,0.9999975184968074,2.220056572103295e-62,2.4815031160859406e-06,0.0
2025-08-21,0,bull,0.9999968253717185,0.9999968253717185,1.9881672012419602e-52,3.17462818966563e-06,0.0
2025-08-22,0,bull,0.999997565590782,0.999997565590782,5.624647043680687e-41,2.434409251479222e-06,0.0
2025-08-23,0,bull,0.9999983906176785,0.9999983906176785,4.760099505485076e-52,1.6093822346277324e-06,0.0
2025-08-24,0,bull,0.9999982870327705,0.9999982870327705,1.4636565535307869e-52,1.7129671839812477e-06,0.0
2025-08-25,0,bull,0.9999977187145406,0.9999977187145406,6.727042875924501e-52,2.2812855176503154e-06,0.0
2025-08-26,0,bull,0.9999971924092583,0.9999971924092583,9.661570059331252e-51,2.8075907358188725e-06,0.0
2025-08-27,0,bull,0.9999967981447171,0.9999967981447171,9.707344854029994e-52,3.201855177542895e-06,0.0
2025-08-28,0,bull,0.9999939483847204,0.9999939483847204,3.866191824136496e-54,6.0516153185637806e-06,0.0
2025-08-29,0,bull,0.9999979222490067,0.9999979222490067,9.052997791534848e-26,2.0777509610336273e-06,0.0
2025-08-30,0,bull,0.999999975317451,0.999999975317451,2.2507737245788674e-31,2.468261424753179e-08,0.0
2025-08-31,0,bull,0.9999999599242536,0.9999999599242536,3.8132187026695096e-31,4.0075677268234225e-08,0.0
2025-09-01,0,bull,0.9999959705536877,0.9999959705536877,4.806388141189318e-27,4.0294463504310175e-06,0.0
2025-09-02,0,bull,0.9999948866112612,0.9999948866112612,1.1830544676772269e-27,5.113388763950647e-06,0.0
2025-09-03,0,bull,0.9999991259814305,0.9999991259814305,3.0191869969209486e-34,8.740185488281595e-07,0.0
2025-09-04,0,bull,0.9999981846561348,0.9999981846561348,8.208433871690152e-34,1.8153438839952659e-06,0.0
2025-09-05,0,bull,0.9999970700395984,0.9999970700395984,1.041774516000195e-31,2.929960396536245e-06,0.0
