date,prediction,actual,best_strat,best_agg,best_q,best_child_prediction
2025-03-02,106.21766666666667,102.768,Accuracy_Heavy,mean,0.01,105.405
2025-03-03,105.269,102.768,Accuracy_Heavy,mean,0.01,104.559
2025-03-04,104.22266666666667,102.972,Accuracy_Heavy,mean,0.01,103.786
2025-03-05,102.63799999999999,102.701,Accuracy_Heavy,mean,0.01,102.2
2025-03-06,102.568,102.623,Accuracy_Heavy,mean,0.01,102.322
2025-03-07,102.64333333333333,100.61,Accuracy_Heavy,mean,0.01,102.612
2025-03-08,102.344,99.892,Accuracy_Heavy,median,0.01,102.291
2025-03-09,102.792,99.892,Accuracy_Heavy,median,0.01,102.792
2025-03-10,102.424,99.892,Accuracy_Heavy,median,0.01,102.424
2025-03-11,102.015,99.397,Accuracy_Heavy,median,0.01,102.015
2025-03-12,101.983,99.962,Accuracy_Heavy,median,0.01,101.983
2025-03-13,102.148,99.143,Accuracy_Heavy,median,0.01,101.807
2025-03-14,102.249,99.129,Accuracy_Heavy,median,0.01,102.249
2025-03-15,102.145,99.129,Accuracy_Heavy,median,0.01,101.609
2025-03-16,102.386,99.129,Accuracy_Heavy,median,0.01,102.939
2025-03-17,101.703,99.129,Accuracy_Heavy,median,0.01,101.703
2025-03-18,101.514,98.044,Accuracy_Heavy,median,0.01,101.514
2025-03-19,101.558,98.69,Accuracy_Heavy,median,0.01,101.498
2025-03-20,101.967,99.636,Accuracy_Heavy,median,0.01,101.967
2025-03-21,102.074,99.168,Accuracy_Heavy,median,0.01,102.074
2025-03-22,102.057,99.254,MSE_Only,median,0.01,102.057
2025-03-23,102.239,99.254,MSE_Only,median,0.01,102.239
2025-03-24,102.345,99.254,MSE_Only,median,0.01,102.279
2025-03-25,102.258,98.789,MSE_Only,median,0.01,102.091
2025-03-26,102.464,99.018,Accuracy_Heavy,median,0.01,102.464
2025-03-27,103.11,99.27,Accuracy_Heavy,median,0.01,102.217
2025-03-28,102.768,100.054,Accuracy_Heavy,median,0.01,101.883
2025-03-29,102.771,99.84,MSE_Only,median,0.01,101.94
2025-03-30,101.74433333333333,99.84,Balanced,mean,0.01,101.855
2025-03-31,101.878,99.84,Balanced,mean,0.01,102.013
2025-04-01,101.86399999999999,99.64,Balanced,mean,0.01,102.072
2025-04-02,101.74066666666666,99.047,Balanced,mean,0.01,101.6
2025-04-03,100.09366666666666,99.435,Balanced,mean,0.01,100.068
2025-04-04,100.48200000000001,100.49,Balanced,mean,0.01,101.008
2025-04-05,100.42099999999999,100.168,Accuracy_Heavy,mean,0.01,101.029
2025-04-06,100.916,100.168,Accuracy_Heavy,mean,0.01,100.91
2025-04-07,101.223,100.168,Accuracy_Heavy,mean,0.01,101.144
2025-04-08,100.39533333333334,101.599,Accuracy_Heavy,mean,0.01,100.908
2025-04-09,100.86500000000001,100.826,Accuracy_Heavy,mean,0.01,100.816
2025-04-10,98.81466666666667,100.873,Accuracy_Heavy,mean,0.01,98.876
2025-04-11,97.96366666666667,100.729,Accuracy_Heavy,mean,0.01,97.691
2025-04-12,98.03399999999999,100.946,Accuracy_Heavy,mean,0.01,97.747
2025-04-13,98.03066666666666,100.946,Accuracy_Heavy,mean,0.01,98.018
2025-04-14,98.07000000000001,100.946,MSE_Only,mean,0.01,97.543
2025-04-15,100.34266666666667,100.288,MSE_Only,mean,0.01,101.255
2025-04-16,97.537,99.977,MSE_Only,median,0.01,97.306
2025-04-17,97.292,99.435,MSE_Only,median,0.01,97.227
2025-04-18,97.423,99.849,Accuracy_Heavy,median,0.01,97.2
2025-04-19,97.413,99.01,MSE_Only,median,0.01,97.214
2025-04-20,97.163,99.01,MSE_Only,median,0.01,97.442
2025-04-21,97.232,99.01,MSE_Only,median,0.01,97.239
2025-04-22,96.775,98.865,Accuracy_Heavy,median,0.01,97.118
2025-04-23,98.378,99.425,Balanced,mean,0.02,99.178
2025-04-24,98.79016666666666,99.785,MSE_Only,mean,0.02,98.918
2025-04-25,98.92183333333334,99.209,MSE_Only,mean,0.02,99.072
2025-04-26,99.05683333333333,99.259,MSE_Only,mean,0.02,99.212
2025-04-27,99.143,99.259,Balanced,median,0.01,99.143
2025-04-28,98.912,99.259,Balanced,median,0.01,98.912
2025-04-29,98.971,98.635,Balanced,median,0.01,98.971
2025-04-30,99.341,99.159,Balanced,median,0.01,99.341
2025-05-01,100.212,98.73,Balanced,median,0.01,100.212
2025-05-02,100.22,98.704,Balanced,median,0.01,100.22
2025-05-03,100.393,99.142,Balanced,median,0.01,100.393
2025-05-04,100.47,99.142,Balanced,median,0.01,100.47
2025-05-05,100.464,99.142,Balanced,median,0.01,100.464
2025-05-06,99.836,98.906,Balanced,median,0.01,99.836
2025-05-07,100.439,99.07,Balanced,median,0.01,100.439
2025-05-08,101.593,98.146,Balanced,median,0.01,101.593
2025-05-09,101.381,97.449,Balanced,median,0.01,101.381
2025-05-10,101.493,97.745,Balanced,median,0.01,101.493
2025-05-11,101.132,97.745,Balanced,median,0.01,101.132
2025-05-12,102.46,97.745,Balanced,median,0.01,102.46
2025-05-13,101.897,97.552,Balanced,median,0.01,101.922
2025-05-14,100.967,98.394,Accuracy_Heavy,median,0.05,100.467
2025-05-15,100.7510625,98.468,Accuracy_Heavy,mean,0.05,100.308
2025-05-16,101.4015625,98.468,MSE_Only,mean,0.05,100.956
2025-05-17,101.2088125,98.282,Accuracy_Heavy,mean,0.05,101.016
2025-05-18,101.28631250000001,98.282,Accuracy_Heavy,mean,0.05,101.161
2025-05-19,100.4256875,98.282,Accuracy_Heavy,mean,0.05,100.354
2025-05-20,99.89933333333333,98.01,MSE_Only,mean,0.01,100.047
2025-05-21,97.864,97.45,Balanced,median,0.01,99.834
2025-05-22,98.734,97.273,Balanced,median,0.01,99.803
2025-05-23,97.357,96.762,Balanced,median,0.01,99.006
2025-05-24,97.456,97.031,Risk_Heavy,median,0.01,99.021
2025-05-25,97.349,97.031,Risk_Heavy,median,0.01,98.847
2025-05-26,97.57,97.031,Risk_Heavy,median,0.01,98.593
2025-05-27,97.652,96.493,Accuracy_Heavy,mean,0.01,99.401
2025-05-28,98.445,96.467,Risk_Heavy,median,0.01,97.515
2025-05-29,99.171,96.429,Risk_Heavy,median,0.01,96.862
2025-05-30,97.95933333333333,96.822,Accuracy_Heavy,mean,0.01,96.919
2025-05-31,97.777,96.822,MSE_Only,median,0.01,97.112
2025-06-01,97.823,96.822,MSE_Only,median,0.01,97.02
2025-06-02,97.31033333333335,96.822,Accuracy_Heavy,mean,0.01,96.373
