date,price,signal,net_prob,strength,strength_tier,bullish_slopes,bearish_slopes,total_slopes,agreement_ratio,agreement_tier,correct_1d,actual_move_1d,correct_3d,actual_move_3d,correct_5d,actual_move_5d,correct_10d,actual_move_10d
2025-08-20,98.08,BEARISH,-0.42857142857142855,0.42857142857142855,medium,6,15,21,0.7142857142857143,majority,False,0.4394371941272404,True,-0.4904159869494235,False,0.24265905383360478,True,-0.39763458401305113
2025-08-21,98.511,NEUTRAL,0.047619047619047616,0.047619047619047616,weak,11,10,21,0.0,mixed,True,-0.9257849377226827,True,-0.9257849377226827,True,-0.3948797596207487,True,-0.8334094669630782
2025-08-22,97.599,BEARISH,-0.23809523809523808,0.23809523809523808,medium,8,13,21,0.6190476190476191,majority,False,0.0,False,0.7366878759003617,False,0.5409891494789819,False,0.09323866023216833
2025-08-23,97.599,NEUTRAL,-0.047619047619047616,0.047619047619047616,weak,10,11,21,0.0,mixed,True,0.0,True,0.5358661461695264,True,0.1424194920029875,True,0.7664012950952268
2025-08-24,97.599,NEUTRAL,0.047619047619047616,0.047619047619047616,weak,11,10,21,0.0,mixed,True,0.7366878759003617,True,0.5409891494789819,True,0.09323866023216833,True,0.49590672035573585
2025-08-25,98.318,BEARISH,-0.23809523809523808,0.23809523809523808,medium,8,13,21,0.6190476190476191,majority,True,-0.19935311946947454,True,-0.5899224963892657,True,-0.6387436685042415,True,-0.014239508533529763
2025-08-26,98.122,BEARISH,-0.14285714285714285,0.14285714285714285,weak,9,12,21,0.5714285714285714,mixed,False,0.005095697193285351,True,-0.44026823750025695,True,-0.44026823750025695,True,-0.40154093883125647
2025-08-27,98.127,BEARISH,-0.5238095238095238,0.5238095238095238,strong,5,16,21,0.7619047619047619,majority,True,-0.3964250410182679,True,-0.4453412414524011,True,-0.4453412414524011,True,-0.4066159161087172
2025-08-28,97.738,BEARISH,-0.14285714285714285,0.14285714285714285,weak,9,12,21,0.5714285714285714,mixed,True,-0.04911088829319387,True,-0.04911088829319387,False,0.6230943952198681,True,-0.010231435061086902
2025-08-29,97.69,BEARISH,-0.3333333333333333,0.3333333333333333,medium,7,14,21,0.6666666666666666,majority,False,0.0,False,0.0,False,0.4022929675504153,True,-0.28457365134608614
2025-08-30,97.69,NEUTRAL,-0.047619047619047616,0.047619047619047616,weak,10,11,21,0.0,mixed,True,0.0,True,0.6725355717064146,True,0.6285187839082857,True,0.06346606612754388
2025-08-31,97.69,BEARISH,-0.23809523809523808,0.23809523809523808,medium,8,13,21,0.6190476190476191,majority,False,0.0,False,0.4022929675504153,False,0.03889855665881534,True,-0.34087419387859397
2025-09-01,97.69,NEUTRAL,0.047619047619047616,0.047619047619047616,weak,11,10,21,0.0,mixed,True,0.6725355717064146,True,0.6285187839082857,True,0.03889855665881534,True,-0.5701709489200555
2025-09-02,98.347,BULLISH,0.23809523809523808,0.23809523809523808,medium,13,8,21,0.6190476190476191,majority,False,-0.2684372680407087,False,-0.6294040489287928,False,-0.6294040489287928,False,-1.2211862080185398
2025-09-03,98.083,NEUTRAL,-0.047619047619047616,0.047619047619047616,weak,10,11,21,0.0,mixed,True,0.22531937236830402,True,-0.36193835832917426,True,-0.6841144744756913,True,-0.955313357054737
2025-09-04,98.304,NEUTRAL,0.047619047619047616,0.047619047619047616,weak,11,10,21,0.0,mixed,True,-0.5859375000000078,True,-0.5859375000000078,True,-0.5615234375000069,False,-1.177978515625001
