date,price,signal,net_prob,strength,strength_tier,bullish_slopes,bearish_slopes,total_slopes,agreement_ratio,agreement_tier,correct_1d,actual_move_1d,correct_3d,actual_move_3d,correct_5d,actual_move_5d,correct_10d,actual_move_10d
2025-06-07,3346.6,BULLISH,0.5238095238095238,0.5238095238095238,strong,16,5,21,0.7619047619047619,majority,False,0.0,False,-0.0956194346500872,True,1.6673638917109959,True,1.8018287216876885
2025-06-08,3346.6,BULLISH,0.5238095238095238,0.5238095238095238,strong,16,5,21,0.7619047619047619,majority,True,0.24801290862368322,False,-0.08665511265164916,True,3.1733699874499575,True,1.837686009681468
2025-06-09,3354.9,BULLISH,0.5238095238095238,0.5238095238095238,strong,16,5,21,0.7619047619047619,majority,False,-0.34278219917136127,True,1.4158395183164922,True,2.918119765119678,True,1.585740260514466
2025-06-10,3343.4,BULLISH,0.42857142857142855,0.42857142857142855,medium,15,6,21,0.7142857142857143,majority,True,0.008972901836445748,True,3.2721182030268614,True,3.2721182030268614,True,1.265179158939993
2025-06-11,3343.7,BULLISH,0.6190476190476191,0.6190476190476191,strong,17,4,21,0.8095238095238095,majority,True,1.7555402697610516,True,3.2628525286359533,True,2.201154409785578,True,1.2560935490624159
2025-06-12,3402.4,BULLISH,0.6190476190476191,0.6190476190476191,strong,17,4,21,0.8095238095238095,majority,True,1.4813073124853071,True,1.4813073124853071,True,0.13225958147190217,False,-0.4908300023512895
2025-06-13,3452.8,BULLISH,0.9047619047619048,0.9047619047619048,strong,20,1,21,0.9523809523809523,unanimous,False,0.0,False,-1.0281510658016682,False,-1.2946014828545027,False,-1.6740037071362426
2025-06-14,3452.8,BULLISH,0.8095238095238095,0.8095238095238095,strong,19,2,21,0.9047619047619048,unanimous,False,0.0,False,-1.3293558850787792,False,-1.2946014828545027,False,-3.443582020389252
2025-06-15,3452.8,BULLISH,0.7142857142857143,0.7142857142857143,strong,18,3,21,0.8571428571428571,majority,False,-1.0281510658016682,False,-1.2946014828545027,False,-1.943350324374431,False,-3.1771316033364307
2025-06-16,3417.3,BULLISH,0.7142857142857143,0.7142857142857143,strong,18,3,21,0.8571428571428571,majority,False,-0.30433383080209786,False,-0.2692183887864768,False,-0.9247066397448384,False,-2.0279167764024284
2025-06-17,3406.9,BULLISH,1.0,1.0,strong,21,0,21,1.0,unanimous,True,0.03522263641433027,False,-0.6222665766532705,False,-0.6222665766532705,False,-3.5017171035252046
