date,prediction,actual,best_strat,best_agg,best_q,best_child_prediction
2025-03-02,3069.9494999999997,3315.4,Balanced,median,0.01,3032.505
2025-03-03,3128.8645,3315.4,Balanced,median,0.01,3078.088
2025-03-04,3131.39,3315.4,Balanced,median,0.01,3084.705
2025-03-05,3152.03625,3397.2,Balanced,mean,0.01,3175.916
2025-03-06,3119.785,3377.1,Balanced,mean,0.01,3175.428
2025-03-07,3093.534,3399.2,Balanced,mean,0.01,3162.548
2025-03-08,3139.39775,3375.1,Balanced,mean,0.01,3166.216
2025-03-09,3194.6352500000003,3346.6,Balanced,mean,0.01,3170.462
2025-03-10,3160.4785,3346.6,Balanced,mean,0.01,3145.898
2025-03-11,3165.94175,3346.6,Risk_Heavy,mean,0.01,3168.858
2025-03-12,3151.4565000000002,3354.9,Balanced,median,0.01,3195.347
2025-03-13,3270.9395,3343.4,MSE_Only,median,0.01,3250.179
2025-03-14,3248.553,3343.7,MSE_Only,median,0.01,3251.724
2025-03-15,3256.3824999999997,3402.4,MSE_Only,median,0.01,3250.928
2025-03-16,3220.626,3452.8,Balanced,median,0.01,3249.56
2025-03-17,3255.899,3452.8,MSE_Only,median,0.01,3255.899
2025-03-18,3299.5905000000002,3452.8,MSE_Only,median,0.01,3294.958
2025-03-19,3299.94125,3417.3,MSE_Only,mean,0.01,3289.759
2025-03-20,3291.8157499999998,3406.9,MSE_Only,mean,0.01,3222.149
2025-03-21,3259.45,3408.1,MSE_Only,median,0.01,3187.84
2025-03-22,3249.038,3408.1,MSE_Only,median,0.01,3249.512
2025-03-23,3252.74,3385.7,MSE_Only,median,0.01,3255.635
2025-03-24,3250.095,3385.7,MSE_Only,median,0.01,3250.095
2025-03-25,3253.9535,3385.7,MSE_Only,median,0.01,3259.574
2025-03-26,3250.572,3395.0,MSE_Only,median,0.01,3252.658
2025-03-27,3290.602,3333.9,MSE_Only,median,0.01,3290.602
2025-03-28,3376.962,3343.1,MSE_Only,median,0.01,3350.099
2025-03-29,3349.3630000000003,3348.0,Accuracy_Heavy,median,0.01,3349.741
2025-03-30,3345.369,3287.6,Accuracy_Heavy,median,0.01,3345.369
2025-03-31,3330.771,3287.6,Balanced,median,0.01,3395.271
2025-04-01,3316.9705,3287.6,Balanced,median,0.01,3390.437
2025-04-02,3374.949,3307.7,MSE_Only,mean,0.01,3418.854
2025-04-03,3317.6749999999997,3349.8,MSE_Only,mean,0.01,3362.006
2025-04-04,3229.5035,3359.7,MSE_Only,mean,0.01,3280.573
2025-04-05,3230.2275,3342.9,MSE_Only,mean,0.01,3281.903
2025-04-06,3239.6710000000003,3342.9,MSE_Only,mean,0.01,3286.227
2025-04-07,3203.67375,3342.9,MSE_Only,mean,0.01,3196.397
2025-04-08,3236.32025,3342.9,MSE_Only,mean,0.01,3258.867
2025-04-09,3340.921,3342.8,MSE_Only,mean,0.01,3389.153
2025-04-10,3466.45975,3316.9,MSE_Only,mean,0.01,3519.647
2025-04-11,3463.38875,3321.0,MSE_Only,mean,0.01,3566.141
2025-04-12,3458.12725,3325.7,MSE_Only,mean,0.01,3551.322
2025-04-13,3479.9375,3364.0,MSE_Only,mean,0.01,3608.22
2025-04-14,3456.3615,3364.0,MSE_Only,mean,0.01,3586.091
2025-04-15,3463.4545,3364.0,MSE_Only,mean,0.01,3537.723
2025-04-16,3579.6057499999997,3359.1,MSE_Only,mean,0.01,3669.275
2025-04-17,3561.0162499999997,3336.7,MSE_Only,mean,0.01,3652.605
2025-04-18,3558.85225,3359.1,MSE_Only,mean,0.01,3649.343
2025-04-19,3518.738,3345.3,MSE_Only,mean,0.01,3600.848
2025-04-20,3513.2697500000004,3358.3,MSE_Only,mean,0.01,3589.015
