date,bullish_prob,bearish_prob,net_prob,mean_drift
2025-03-02,0.8333333333333334,0.16666666666666666,0.6666666666666667,321.1139481481484
2025-03-03,0.8333333333333334,0.16666666666666666,0.6666666666666667,243.255950791391
2025-03-04,0.8333333333333334,0.16666666666666666,0.6666666666666667,239.45890370370378
2025-03-05,0.9166666666666666,0.08333333333333333,0.8333333333333333,316.67362222222295
2025-03-06,0.9444444444444444,0.05555555555555555,0.8888888888888888,281.27499732510216
2025-03-07,0.8333333333333334,0.16666666666666666,0.6666666666666667,191.14301851851894
2025-03-08,0.6944444444444444,0.3055555555555556,0.38888888888888884,151.19765740740735
2025-03-09,0.75,0.25,0.5,202.42512777777705
2025-03-10,0.6666666666666666,0.3333333333333333,0.3333333333333333,217.73665555555493
2025-03-11,0.6944444444444444,0.3055555555555556,0.38888888888888884,180.00693518518509
2025-03-12,0.6388888888888888,0.3611111111111111,0.27777777777777773,159.92539814814862
2025-03-13,0.5277777777777778,0.4722222222222222,0.05555555555555558,136.9563888888879
2025-03-14,0.6944444444444444,0.3055555555555556,0.38888888888888884,233.5610648148146
2025-03-15,0.5833333333333334,0.4166666666666667,0.16666666666666669,164.91018518518527
2025-03-16,0.6388888888888888,0.3611111111111111,0.27777777777777773,264.50058333333374
2025-03-17,0.5555555555555556,0.4444444444444444,0.11111111111111116,196.4649166666669
2025-03-18,0.6944444444444444,0.3055555555555556,0.38888888888888884,260.02902777777774
2025-03-19,0.6388888888888888,0.3611111111111111,0.27777777777777773,217.93528333333455
2025-03-20,0.6666666666666666,0.3333333333333333,0.3333333333333333,221.10400555555518
2025-03-21,0.7222222222222222,0.2777777777777778,0.4444444444444444,280.7024074074074
2025-03-22,0.75,0.25,0.5,291.8430185185191
2025-03-23,0.5833333333333334,0.4166666666666667,0.16666666666666669,154.36361111111123
2025-03-24,0.5,0.5,0.0,190.16989403292226
2025-03-25,0.5,0.5,0.0,254.85731275720295
2025-03-26,0.5555555555555556,0.4444444444444444,0.11111111111111116,241.94029629629625
2025-03-27,0.5833333333333334,0.4166666666666667,0.16666666666666669,277.4750833333332
2025-03-28,0.6388888888888888,0.3611111111111111,0.27777777777777773,297.61820370370356
2025-03-29,0.6388888888888888,0.3611111111111111,0.27777777777777773,289.3216296296293
2025-03-30,0.6388888888888888,0.3611111111111111,0.27777777777777773,279.0973888888887
2025-03-31,0.5833333333333334,0.4166666666666667,0.16666666666666669,217.447361111112
2025-04-01,0.6388888888888888,0.3611111111111111,0.27777777777777773,376.52421296296274
2025-04-02,0.6388888888888888,0.3611111111111111,0.27777777777777773,437.7144074074062
2025-04-03,0.6388888888888888,0.3611111111111111,0.27777777777777773,416.4474074074076
2025-04-04,0.6111111111111112,0.3888888888888889,0.22222222222222227,411.52192592592615
2025-04-05,0.5833333333333334,0.4166666666666667,0.16666666666666669,436.7558629629631
2025-04-06,0.6388888888888888,0.3611111111111111,0.27777777777777773,351.793905555555
2025-04-07,0.75,0.25,0.5,339.31417037036954
2025-04-08,0.75,0.25,0.5,251.7256037037037
2025-04-09,0.6111111111111112,0.3888888888888889,0.22222222222222227,203.33551851851917
2025-04-10,0.6666666666666666,0.3333333333333333,0.3333333333333333,282.77162037037147
2025-04-11,0.8055555555555556,0.19444444444444445,0.6111111111111112,312.6116018518512
2025-04-12,0.9166666666666666,0.08333333333333333,0.8333333333333333,409.9983148148151
2025-04-13,0.8333333333333334,0.16666666666666666,0.6666666666666667,429.0348314814825
2025-04-14,0.8055555555555556,0.19444444444444445,0.6111111111111112,342.8898925925922
2025-04-15,0.9166666666666666,0.08333333333333333,0.8333333333333333,501.770527777778
2025-04-16,0.9166666666666666,0.08333333333333333,0.8333333333333333,541.4471611111106
2025-04-17,0.8611111111111112,0.1388888888888889,0.7222222222222223,461.3024129629632
2025-04-18,0.8888888888888888,0.1111111111111111,0.7777777777777777,465.6914870370377
2025-04-19,0.9166666666666666,0.08333333333333333,0.8333333333333333,395.5754703703707
2025-04-20,0.8888888888888888,0.1111111111111111,0.7777777777777777,450.46061111111015
2025-04-21,0.8888888888888888,0.1111111111111111,0.7777777777777777,465.1089722222227
2025-04-22,0.7777777777777778,0.2222222222222222,0.5555555555555556,496.80036111111156
2025-04-23,0.9166666666666666,0.08333333333333333,0.8333333333333333,524.1917129629635
2025-04-24,0.8333333333333334,0.16666666666666666,0.6666666666666667,462.54047407407455
2025-04-25,0.8333333333333334,0.16666666666666666,0.6666666666666667,516.7906129629623
2025-04-26,0.7222222222222222,0.2777777777777778,0.4444444444444444,504.1170444444441
2025-04-27,0.8055555555555556,0.19444444444444445,0.6111111111111112,534.9687148148155
2025-04-28,0.8055555555555556,0.19444444444444445,0.6111111111111112,558.9825277777784
2025-04-29,0.8333333333333334,0.16666666666666666,0.6666666666666667,512.5851851851855
2025-04-30,0.9166666666666666,0.08333333333333333,0.8333333333333333,537.0319074074079
2025-05-01,0.8333333333333334,0.16666666666666666,0.6666666666666667,540.0370833333335
2025-05-02,0.9166666666666666,0.08333333333333333,0.8333333333333333,549.53462037037
2025-05-03,0.8611111111111112,0.1388888888888889,0.7222222222222223,540.9995000000013
2025-05-04,0.8055555555555556,0.19444444444444445,0.6111111111111112,466.73704629629617
2025-05-05,0.8055555555555556,0.19444444444444445,0.6111111111111112,493.16627962963076
2025-05-06,0.8888888888888888,0.1111111111111111,0.7777777777777777,489.7533611111109
2025-05-07,0.8888888888888888,0.1111111111111111,0.7777777777777777,504.74575555555504
2025-05-08,0.9444444444444444,0.05555555555555555,0.8888888888888888,496.04055555555533
