signal_threshold,rsi_overbought,rsi_oversold,accuracy,edge_pct,correct,total_tested,n_bullish,n_bearish,n_neutral,n_signals,signal_rate
0.15,75,25,0.5889328063241107,8.893280632411072,149,253,137,117,136,254,0.6512820512820513
0.1,75,20,0.5859375,8.59375,150,256,137,120,133,257,0.658974358974359
0.15,75,20,0.5859375,8.59375,150,256,137,120,133,257,0.658974358974359
0.1,65,30,0.5854700854700855,8.54700854700855,137,234,119,116,155,235,0.6025641025641025
0.15,65,30,0.5854700854700855,8.54700854700855,137,234,119,116,155,235,0.6025641025641025
0.15,65,35,0.5833333333333334,8.333333333333337,133,228,119,110,161,229,0.5871794871794872
0.1,65,35,0.5833333333333334,8.333333333333337,133,228,119,110,161,229,0.5871794871794872
0.1,70,30,0.5833333333333334,8.333333333333337,140,240,125,116,149,241,0.617948717948718
0.15,70,30,0.5833333333333334,8.333333333333337,140,240,125,116,149,241,0.617948717948718
0.1,80,30,0.5830258302583026,8.302583025830257,158,271,156,116,118,272,0.6974358974358974
0.15,80,30,0.5830258302583026,8.302583025830257,158,271,156,116,118,272,0.6974358974358974
0.1,65,25,0.5829787234042553,8.297872340425528,137,235,119,117,154,236,0.6051282051282051
0.15,65,25,0.5829787234042553,8.297872340425528,137,235,119,117,154,236,0.6051282051282051
0.15,70,35,0.5811965811965812,8.119658119658125,136,234,125,110,155,235,0.6025641025641025
0.1,70,35,0.5811965811965812,8.119658119658125,136,234,125,110,155,235,0.6025641025641025
0.15,80,35,0.5811320754716981,8.113207547169809,154,265,156,110,124,266,0.6820512820512821
0.1,80,35,0.5811320754716981,8.113207547169809,154,265,156,110,124,266,0.6820512820512821
0.15,70,25,0.5809128630705395,8.091286307053947,140,241,125,117,148,242,0.6205128205128205
0.1,70,25,0.5809128630705395,8.091286307053947,140,241,125,117,148,242,0.6205128205128205
0.1,80,25,0.5808823529411765,8.088235294117652,158,272,156,117,117,273,0.7
0.15,80,25,0.5808823529411765,8.088235294117652,158,272,156,117,117,273,0.7
0.1,65,20,0.5798319327731093,7.98319327731093,138,238,119,120,151,239,0.6128205128205129
0.15,65,20,0.5798319327731093,7.98319327731093,138,238,119,120,151,239,0.6128205128205129
0.15,80,20,0.5781818181818181,7.818181818181813,159,275,156,120,114,276,0.7076923076923077
0.1,80,20,0.5781818181818181,7.818181818181813,159,275,156,120,114,276,0.7076923076923077
0.1,70,20,0.5778688524590164,7.786885245901642,141,244,125,120,145,245,0.6282051282051282
0.15,70,20,0.5778688524590164,7.786885245901642,141,244,125,120,145,245,0.6282051282051282
