time,regime_id,regime,volatility,momentum,price_position
2023-03-08,2,SIDEWAYS,0.19729541334868259,-0.04292953998473792,0.40548155737289465
2023-03-09,2,SIDEWAYS,0.19724486254554136,-0.04288475717901197,0.18198385836832093
2023-03-10,2,SIDEWAYS,0.20004404973229878,-0.047100720292945986,0.04535204209425856
2023-03-13,2,SIDEWAYS,0.21195643503690265,-0.023590158955148377,0.2605863192156293
2023-03-14,2,SIDEWAYS,0.2213263570545016,-0.016227423148997278,0.5432222500571965
2023-03-15,2,SIDEWAYS,0.21988467311608328,-0.02004987728604224,0.5840641443188769
2023-03-16,2,SIDEWAYS,0.2396340901914893,-0.0011390416339356335,0.9225757955307183
2023-03-17,2,SIDEWAYS,0.22937944155110143,0.012998197476467022,0.8361623616153883
2023-03-20,2,SIDEWAYS,0.22753935087409927,0.024092009685229954,0.8792127921192697
2023-03-21,0,BULL,0.21120473308357485,0.06369479405625489,0.9719012009882448
2023-03-22,0,BULL,0.2182126055188005,0.05038231039470964,0.7086247086192027
2023-03-23,0,BULL,0.2193649694844067,0.05295924636493954,0.8228438228374294
2023-03-24,0,BULL,0.20629910059496007,0.07445611402850716,0.8510101010034887
2023-03-27,0,BULL,0.20975665460028828,0.05836591976496397,0.7719502719442739
2023-03-28,0,BULL,0.21094058130421114,0.054691544658203695,0.7284382284325686
2023-03-29,0,BULL,0.2128290177921825,0.08387150709553359,0.9090909090838455
2023-03-30,0,BULL,0.21301266511798322,0.08456309069806012,0.9774064932524975
2023-03-31,0,BULL,0.2095362175768302,0.08045486851457007,0.9935707220508173
2023-04-03,0,BULL,0.21049417502502804,0.0768044792469671,0.9726343554172593
2023-04-04,0,BULL,0.20367156189645771,0.08628482208891453,0.9164923571944232
2023-04-05,0,BULL,0.21022375448873798,0.06963383967452419,0.8268704746527635
2023-04-06,0,BULL,0.19429943653473697,0.09689978971038338,0.8854384553442611
2023-04-07,0,BULL,0.18212870106836043,0.11351111674162295,0.8933549432681145
2023-04-10,0,BULL,0.17754260770875616,0.09149730402322698,0.855108241543068
2023-04-11,0,BULL,0.1667637253862127,0.05979978925184404,0.7811501597381698
2023-04-12,2,SIDEWAYS,0.17237515497229852,0.046413928217971856,0.6168156559495839
2023-04-13,2,SIDEWAYS,0.1601286423821122,0.0388698832134009,0.831208257427672
2023-04-14,2,SIDEWAYS,0.15845953777942248,0.04242867593269928,0.7965998785574183
2023-04-17,2,SIDEWAYS,0.15847876554026044,0.03924813807778693,0.7729181245518136
2023-04-18,2,SIDEWAYS,0.15195881267721464,0.025316209757329622,0.7820153953704406
2023-04-19,2,SIDEWAYS,0.14329571889429896,0.03745966789958288,0.7680195941110144
2023-04-20,2,SIDEWAYS,0.14280930861873153,0.017134744048545203,0.6158152554147541
2023-04-21,2,SIDEWAYS,0.1426309943052819,0.015534997381742022,0.6385584324613218
2023-04-24,2,SIDEWAYS,0.1395445223470481,0.020956327950893305,0.5909727081792726
2023-04-25,2,SIDEWAYS,0.15593718938409837,0.006047516198704139,0.11124845488073756
2023-04-26,2,SIDEWAYS,0.14305842264705687,-0.005958349402236829,0.1599088838239652
2023-04-27,2,SIDEWAYS,0.16885060600496896,0.011408805992967341,0.7858769931519658
2023-04-28,2,SIDEWAYS,0.15971893268416731,0.0013907944443400932,0.9480637813039077
2023-05-01,2,SIDEWAYS,0.1595125029054683,0.0027694046721928878,0.8886453309795941
2023-05-02,2,SIDEWAYS,0.16241284614395315,-0.0026098797185868383,0.6742656729386363
2023-05-03,2,SIDEWAYS,0.1594738708416251,0.00160553527399232,0.5274002630332766
2023-05-04,2,SIDEWAYS,0.15806953871078033,-0.00964257920012146,0.4274441034558975
2023-05-05,2,SIDEWAYS,0.175211054483822,0.010125718186472454,0.9079351161611936
2023-05-08,2,SIDEWAYS,0.17509967165561138,0.014762881896944746,0.9684348969580283
2023-05-09,2,SIDEWAYS,0.1752236125584425,0.014531826612363519,0.8149934239225779
2023-05-10,2,SIDEWAYS,0.17444245880996184,0.03530274662703392,0.9424043293244313
2023-05-11,2,SIDEWAYS,0.1611831820916695,0.01792236794791724,0.9645654606346205
2023-05-12,2,SIDEWAYS,0.16167785035034785,0.016311047889995267,0.8588404753207225
2023-05-15,2,SIDEWAYS,0.16246162989675406,0.021347590338603784,0.9621894130217906
2023-05-16,2,SIDEWAYS,0.16244807509205403,0.022000303191086257,0.9055666003856121
2023-05-17,2,SIDEWAYS,0.16662978206458204,0.03493135098232569,0.9706559263409591
2023-05-18,0,BULL,0.1719740919904316,0.06269958123792962,0.9829290206560385
2023-05-19,0,BULL,0.17304213156124876,0.058630304419235335,0.9118724412763468
2023-05-22,0,BULL,0.1718401527994067,0.06479531267950822,0.9502262443357017
2023-05-23,0,BULL,0.16191813264762736,0.07176314454116084,0.7754370237492118
2023-05-24,0,BULL,0.16479037798926993,0.05916471067486562,0.6846393481841876
2023-05-25,0,BULL,0.15993155267078266,0.05632498819083609,0.9468188440898805
2023-05-26,0,BULL,0.1783433520374537,0.07599331844372292,0.9733040775207659
2023-05-30,0,BULL,0.17749669110589603,0.0819133146711255,0.8895265423185748
2023-05-31,0,BULL,0.1752271253961586,0.08464484811710715,0.8281523991657699
2023-06-01,0,BULL,0.17280241926763468,0.1046886628628132,0.9376693766877879
