date,price,signal,net_prob,strength,strength_tier,bullish_slopes,bearish_slopes,total_slopes,agreement_ratio,agreement_tier,correct_1d,actual_move_1d,correct_3d,actual_move_3d,correct_5d,actual_move_5d,correct_10d,actual_move_10d
2025-04-05,32345.0,BULLISH,0.2857142857142857,0.2857142857142857,medium,18,10,28,0.6428571428571429,majority,False,0.0,False,0.0,True,3.6636265265110524,True,6.9407945586643995
2025-04-06,32345.0,BULLISH,0.35714285714285715,0.35714285714285715,medium,19,9,28,0.6785714285714286,majority,False,-0.015458339774308239,True,8.208378420157675,True,4.544751893646622,True,4.962127067552944
2025-04-07,32340.0,BULLISH,0.6428571428571429,0.6428571428571429,strong,23,5,28,0.8214285714285714,majority,True,0.015460729746444033,True,3.67965367965368,True,4.56091527520099,True,6.895485466914038
2025-04-08,32345.0,BULLISH,0.6428571428571429,0.6428571428571429,strong,23,5,28,0.8214285714285714,majority,True,8.208378420157675,True,4.544751893646622,True,4.544751893646622,True,6.878961199567167
2025-04-09,35000.0,BULLISH,0.5,0.5,strong,21,7,28,0.75,majority,False,-4.2,False,-3.3857142857142857,False,-1.685714285714286,False,-1.2285714285714284
2025-04-10,33530.0,BULLISH,0.5,0.5,strong,21,7,28,0.75,majority,True,0.8499850879809127,True,0.8499850879809127,True,3.1613480465254993,True,3.1016999701759618
2025-04-11,33815.0,BULLISH,0.7857142857142857,0.7857142857142857,strong,25,3,28,0.8928571428571429,majority,False,0.0,True,1.7595741534821823,True,0.3992311104539406,True,1.3011976933313618
2025-04-12,33815.0,BULLISH,0.6428571428571429,0.6428571428571429,strong,23,5,28,0.8214285714285714,majority,False,0.0,True,2.291882300754103,True,2.232736951057223,True,3.3417122578737244
2025-04-13,33815.0,BULLISH,0.7142857142857143,0.7142857142857143,strong,24,4,28,0.8571428571428571,majority,True,1.7595741534821823,True,0.3992311104539406,True,2.232736951057223,True,4.849918675144167
2025-04-14,34410.0,BULLISH,0.5,0.5,strong,21,7,28,0.75,majority,True,0.5231037489102005,True,0.4649811101424005,True,0.4649811101424005,True,3.632664922987504
2025-04-15,34590.0,BULLISH,0.6428571428571429,0.6428571428571429,strong,23,5,28,0.8214285714285714,majority,False,-1.850245735761781,False,-0.057820179242555655,False,-0.057820179242555655,True,4.3798785776235905
2025-04-16,33950.0,BULLISH,0.2857142857142857,0.2857142857142857,medium,18,10,28,0.6428571428571429,majority,True,1.826215022091311,True,1.826215022091311,True,0.8983799705449189,True,6.347569955817378
2025-04-17,34570.0,BULLISH,0.42857142857142855,0.42857142857142855,medium,20,8,28,0.7142857142857143,majority,False,0.0,False,0.0,True,1.084755568411918,True,4.44026612669945
2025-04-18,34570.0,BULLISH,0.42857142857142855,0.42857142857142855,medium,20,8,28,0.7142857142857143,majority,False,0.0,False,-0.9111946774660109,True,2.560023141452126,True,4.150997975122939
2025-04-19,34570.0,BULLISH,0.5,0.5,strong,21,7,28,0.75,majority,False,0.0,True,1.084755568411918,True,3.1530228521839745,True,4.584900202487706
2025-04-20,34570.0,BULLISH,0.5714285714285714,0.5714285714285714,strong,22,6,28,0.7857142857142857,majority,False,-0.9111946774660109,True,2.560023141452126,True,4.44026612669945,True,4.816314723748915
2025-04-21,34255.0,BULLISH,0.5,0.5,strong,21,7,28,0.75,majority,True,2.01430448109765,True,4.101591008611882,True,5.400671434827033,True,7.765289738724274
2025-04-22,34945.0,BULLISH,0.7857142857142857,0.7857142857142857,strong,25,3,28,0.8928571428571429,majority,True,1.4594362569752468,True,3.319502074688797,True,3.319502074688797,True,6.681928745170983
2025-04-23,35455.0,BULLISH,0.5,0.5,strong,21,7,28,0.75,majority,True,0.578197715413905,True,1.833309829361162,True,1.5512621633055987,True,5.147369905514032
2025-04-24,35660.0,BULLISH,0.2857142857142857,0.2857142857142857,medium,18,10,28,0.6428571428571429,majority,True,1.247896803140774,True,1.247896803140774,True,1.3881099270891757,True,4.542905215928211
2025-04-25,36105.0,BULLISH,0.35714285714285715,0.35714285714285715,medium,19,9,28,0.6785714285714286,majority,False,0.0,False,-0.27696994876055947,True,0.3600609333887273,True,3.0882149286802383
2025-04-26,36105.0,NEUTRAL,0.07142857142857142,0.07142857142857142,weak,15,13,28,0.0,mixed,True,0.0,True,0.13848497438027974,False,2.2434565849605317,False,1.9803351336380004
2025-04-27,36105.0,NEUTRAL,0.07142857142857142,0.07142857142857142,weak,15,13,28,0.0,mixed,True,-0.27696994876055947,True,0.3600609333887273,False,3.2543968979365743,False,2.5619720260351753
2025-04-28,36005.0,BEARISH,-0.14285714285714285,0.14285714285714285,weak,12,16,28,0.5714285714285714,mixed,False,0.41660880433273156,False,2.5274267462852382,False,3.541174836828218,False,4.249409804193862
2025-04-29,36155.0,BULLISH,0.2857142857142857,0.2857142857142857,medium,18,10,28,0.6428571428571429,majority,True,0.22126953395104412,True,3.111602821186558,True,3.111602821186558,True,3.803070114783571
2025-04-30,36235.0,BULLISH,0.7857142857142857,0.7857142857142857,strong,25,3,28,0.8928571428571429,majority,True,1.8766386090796192,True,2.8839519801297087,True,2.7183662205050365,True,3.57389264523251
2025-05-01,36915.0,BULLISH,0.6428571428571429,0.6428571428571429,strong,23,5,28,0.8214285714285714,majority,True,0.9887579574698632,True,0.9887579574698632,False,-0.25734796153325207,True,1.6659894351889477
2025-05-02,37280.0,BULLISH,0.35714285714285715,0.35714285714285715,medium,19,9,28,0.6785714285714286,majority,False,0.0,False,-0.1609442060085837,False,-0.6706008583690988,True,4.130901287553648
2025-05-03,37280.0,BULLISH,0.35714285714285715,0.35714285714285715,medium,19,9,28,0.6785714285714286,majority,False,0.0,False,-1.2339055793991416,True,0.6840128755364807,True,3.031115879828326
2025-05-04,37280.0,BULLISH,0.14285714285714285,0.14285714285714285,weak,16,12,28,0.5714285714285714,mixed,False,-0.1609442060085837,False,-0.6706008583690988,True,0.6706008583690988,True,1.3009656652360515
2025-05-05,37220.0,NEUTRAL,0.07142857142857142,0.07142857142857142,weak,15,13,28,0.0,mixed,False,-1.07469102632993,True,0.8463191832348199,True,0.8328855454056958,False,1.5851692638366472
2025-05-06,36820.0,BULLISH,0.2857142857142857,0.2857142857142857,medium,18,10,28,0.6428571428571429,majority,True,0.5703422053231939,True,1.9282998370450843,True,1.9282998370450843,True,3.2998370450841934
2025-05-07,37030.0,BULLISH,0.21428571428571427,0.21428571428571427,medium,17,11,28,0.6071428571428571,majority,True,1.363759114231704,True,1.3502565487442613,True,4.833918444504456,True,2.714015662975965
2025-05-08,37535.0,BULLISH,0.42857142857142855,0.42857142857142855,medium,20,8,28,0.7142857142857143,majority,False,-0.013320900492873319,False,-0.013320900492873319,True,2.331157586252831,True,1.3320900492873318
2025-05-09,37530.0,BULLISH,0.21428571428571427,0.21428571428571427,medium,17,11,28,0.6071428571428571,majority,False,0.0,True,3.4372501998401277,True,0.6261657340794031,True,0.2797761790567546
2025-05-10,37530.0,NEUTRAL,-0.07142857142857142,0.07142857142857142,weak,13,15,28,0.0,mixed,True,0.0,False,2.344790833999467,True,0.7460698108180123,True,0.31974420463629094
2025-05-11,37530.0,NEUTRAL,0.07142857142857142,0.07142857142857142,weak,15,13,28,0.0,mixed,False,3.4372501998401277,True,0.6261657340794031,False,1.3455901945110578,False,-1.532107647215561
2025-05-12,38820.0,BULLISH,0.2857142857142857,0.2857142857142857,medium,18,10,28,0.6428571428571429,majority,False,-1.056156620298815,False,-2.601751674394642,False,-2.022153529108707,False,-4.4951056156620295
2025-05-13,38410.0,BULLISH,0.35714285714285715,0.35714285714285715,medium,19,9,28,0.6785714285714286,majority,False,-1.6792501952616505,False,-0.9763082530590992,False,-0.9763082530590992,False,-3.957302785732882
2025-05-14,37765.0,BULLISH,0.42857142857142855,0.42857142857142855,medium,20,8,28,0.7142857142857143,majority,True,0.11915795048325169,True,0.7149477028995102,False,-0.34423407917383825,False,-2.3169601482854496
2025-05-15,37810.0,BULLISH,0.42857142857142855,0.42857142857142855,medium,20,8,28,0.7142857142857143,majority,True,0.5950806664903465,True,0.5950806664903465,False,-0.42316847394869084,False,-2.433218725204972
2025-05-16,38035.0,BULLISH,0.5714285714285714,0.5714285714285714,strong,22,6,28,0.7857142857142857,majority,False,0.0,False,-1.0516629420270804,False,-2.839489943473117,False,-3.0103851715525174
2025-05-17,38035.0,BULLISH,0.35714285714285715,0.35714285714285715,medium,19,9,28,0.6785714285714286,majority,False,0.0,False,-1.0122255817010648,False,-2.5239910608649927,True,0.8939135007230182
2025-05-18,38035.0,BULLISH,0.35714285714285715,0.35714285714285715,medium,19,9,28,0.6785714285714286,majority,False,-1.0516629420270804,False,-2.839489943473117,False,-3.0103851715525174,False,-0.39437360326015514
2025-05-19,37635.0,BULLISH,0.2857142857142857,0.2857142857142857,medium,18,10,28,0.6428571428571429,majority,True,0.03985651654045436,False,-1.4879766175102962,False,-1.9795403215092335,True,0.8104158363225721
2025-05-20,37650.0,BULLISH,0.2857142857142857,0.2857142857142857,medium,18,10,28,0.6428571428571429,majority,False,-1.845949535192563,False,-2.0185922974767596,False,-2.0185922974767596,True,0.199203187250996
2025-05-21,36955.0,BULLISH,0.35714285714285715,0.35714285714285715,medium,19,9,28,0.6785714285714286,majority,True,0.32471925314571776,False,-0.17588959545393046,False,-0.17588959545393046,True,2.0836152076850225
2025-05-22,37075.0,BULLISH,0.21428571428571427,0.21428571428571427,medium,17,11,28,0.6071428571428571,majority,False,-0.4989885367498314,False,-0.4989885367498314,True,3.5064059339177343,True,1.7532029669588671
2025-05-23,36890.0,NEUTRAL,0.07142857142857142,0.07142857142857142,weak,15,13,28,0.0,mixed,True,0.0,True,0.0,False,2.697207915424234,False,2.5345622119815667
2025-05-24,36890.0,BULLISH,0.21428571428571427,0.21428571428571427,medium,17,11,28,0.6071428571428571,majority,False,0.0,True,4.025481160206018,True,2.846299810246679,True,2.3990241257793437
2025-05-25,36890.0,NEUTRAL,0.0,0.0,weak,14,14,28,0.0,mixed,True,0.0,False,2.697207915424234,False,2.263486039577121,False,1.8975332068311195
2025-05-26,36890.0,BULLISH,0.14285714285714285,0.14285714285714285,weak,16,12,28,0.5714285714285714,mixed,True,4.025481160206018,True,2.846299810246679,True,2.263486039577121,True,1.6400108430468963
2025-05-27,38375.0,NEUTRAL,0.0,0.0,weak,14,14,28,0.0,mixed,False,-1.276872964169381,False,-1.6938110749185669,False,-1.6938110749185669,True,-0.6514657980456027
2025-05-28,37885.0,BULLISH,0.35714285714285715,0.35714285714285715,medium,19,9,28,0.6785714285714286,majority,True,0.14517619110465885,False,-0.42233073775900754,False,-0.15837402665962783,True,0.6334961066385113
2025-05-29,37940.0,BULLISH,0.21428571428571427,0.21428571428571427,medium,17,11,28,0.6071428571428571,majority,False,-0.5666842382709542,False,-0.5666842382709542,False,-0.4348972061149182,True,0.48761201897733264
2025-05-30,37725.0,BEARISH,-0.21428571428571427,0.21428571428571427,medium,11,17,28,0.6071428571428571,majority,False,0.0,False,0.26507620941020543,True,-0.35785288270377735,False,1.6832339297548042
2025-05-31,37725.0,NEUTRAL,0.0,0.0,weak,14,14,28,0.0,mixed,True,0.0,True,0.13253810470510272,True,-0.6096752816434725,False,2.041086812458582
2025-06-01,37725.0,NEUTRAL,0.0,0.0,weak,14,14,28,0.0,mixed,True,0.26507620941020543,True,-0.35785288270377735,False,1.0603048376408217,False,1.9350563286944997
2025-06-02,37825.0,NEUTRAL,0.07142857142857142,0.07142857142857142,weak,15,13,28,0.0,mixed,True,-0.13218770654329146,True,-0.8724388631857238,True,0.7931262392597489,False,1.2822207534699273
2025-06-03,37775.0,BEARISH,-0.2857142857142857,0.2857142857142857,medium,10,18,28,0.6428571428571429,majority,True,-0.4897418927862343,False,0.9265387160820648,False,0.9265387160820648,False,0.7544672402382528
2025-06-04,37590.0,BEARISH,-0.14285714285714285,0.14285714285714285,weak,12,16,28,0.5714285714285714,mixed,True,-0.25272678903963824,False,1.4232508645916468,False,2.0484171322160147,False,1.2503325352487362
2025-06-05,37495.0,NEUTRAL,0.07142857142857142,0.07142857142857142,weak,15,13,28,0.0,mixed,False,1.6802240298706492,False,1.6802240298706492,False,2.6670222696359516,False,1.5068675823443127
2025-06-06,38125.0,BULLISH,0.2857142857142857,0.2857142857142857,medium,18,10,28,0.6428571428571429,majority,False,0.0,True,0.6163934426229508,True,0.8655737704918032,True,1.3508196721311476
2025-06-07,38125.0,BULLISH,0.35714285714285715,0.35714285714285715,medium,19,9,28,0.6785714285714286,majority,False,0.0,True,0.9704918032786886,True,0.4852459016393443,True,0.6163934426229508
2025-06-08,38125.0,BULLISH,0.14285714285714285,0.14285714285714285,weak,16,12,28,0.5714285714285714,mixed,True,0.6163934426229508,True,0.8655737704918032,False,-0.17049180327868854,True,1.6262295081967213
2025-06-09,38360.0,BULLISH,0.35714285714285715,0.35714285714285715,medium,19,9,28,0.6785714285714286,majority,True,0.35192909280500523,False,-0.1303441084462982,False,-0.7820646506777894,True,1.0036496350364963
2025-06-10,38495.0,BULLISH,0.7142857142857143,0.7142857142857143,strong,24,4,28,0.8571428571428571,majority,False,-0.1039095986491752,False,-1.1300168853097805,False,-1.1300168853097805,False,-0.23379659696064425
2025-06-11,38455.0,BULLISH,0.14285714285714285,0.14285714285714285,weak,16,12,28,0.5714285714285714,mixed,False,-0.37706410089715253,False,-1.0271746196853466,True,0.4810817839032635,False,-0.1300221037576388
2025-06-12,38310.0,BULLISH,0.42857142857142855,0.42857142857142855,medium,20,8,28,0.7142857142857143,majority,False,-0.6525711302531976,False,-0.6525711302531976,True,0.1305142260506395,True,0.24797702949621506
2025-06-13,38060.0,BULLISH,0.5,0.5,strong,21,7,28,0.75,majority,False,0.0,True,1.5239096163951655,True,1.7997898055701524,True,1.6684182869153967
2025-06-14,38060.0,BULLISH,0.42857142857142855,0.42857142857142855,medium,20,8,28,0.7142857142857143,majority,False,0.0,True,0.7882291119285338,True,1.7997898055701524,True,2.115081450341566
2025-06-15,38060.0,BULLISH,0.2857142857142857,0.2857142857142857,medium,18,10,28,0.6428571428571429,majority,True,1.5239096163951655,True,1.7997898055701524,True,0.9064634787178141,True,2.5486074619022596
2025-06-16,38640.0,BULLISH,0.5714285714285714,0.5714285714285714,strong,22,6,28,0.7857142857142857,majority,False,-0.7246376811594203,True,0.2717391304347826,False,-0.6081780538302277,True,3.0926501035196687
